article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제51조제2항	[]	REGULATION	등록 취소	금융위원회	취소	등록	MANDATORY	제51조제2항 각 호 외의 부분 본문 중 대통령령으로 정하는 경우(업무의 정지를 명하는 경우로 한정한다) ② 금융위원회는 모집인이 다음 각 호의 어느 하나에 해당하면 그 등록을 취소하여야 한다.<개정 2010. 3. 12., 2016. 3. 29.> 1.
제14조의3제2항	[]	REGULATION	등록 당시		해당하게 되다	각 호		제14조의3제2항 각 호의 어느 하나에 해당하게 된 경우 2. 등록 당시
제14조의3제2항	[]	REGULATION	거짓 및 부정한 방법	자	거짓 및 부정한 방법 사용		PROHIBITIVE	제14조의3제2항 각 호의 어느 하나에 해당하는 자이었음이 밝혀진 경우 3. 거짓이나 그 밖의 부정한 방법으로
제14조의3제1항	[None, None, 14, 1]	REGULATION	등록		등록			제14조의3제1항에 따른 등록을 한 경우 3의2.
제14조의5제2항	[]	REGULATION	정당한 사유		위반	제14조의5제2항제4호 또는 제5호		제14조의5제2항제4호 또는 제5호를 위반한 경우 4. 정당한 사유 없이
제14조의5제4항	[]	PROCEDURE	조사 거부 시 의견제출 기회 제공	금융위원회	기회를 주다	모집인	MANDATORY	제14조의5제4항에 따른 조사를 거부하는 경우 ③ 금융위원회는 제1항이나 제2항에 따라 업무의 정지를 명하거나 등록을 취소하려면 모집인에게 해명(解明)을 위한 의견제출의 기회를 주어야 한다. ④ 금융위원회는 모집인의 업무의 정지를 명하거나 등록을 취소한 경우에는 지체 없이 이유를 적은 문서로 그 뜻을 모집인에게 알려야 한다. [전문개정 2009. 2. 6.]
제14조의5	[]	REGULATION	모집질서 유지	신용카드업자				제14조의5(모집질서 유지) ① 신용카드업자는
제14조의2제1항	[]	REGULATION	신용카드 회원 모집	모집인	모집	신용카드 회원	PROHIBITIVE	제14조의2제1항 각 호의 어느 하나에 해당하는 자 외의 자에게 신용카드 회원의 모집을 하게 하거나 모집에 관하여 수수료ㆍ보수, 그 밖의 대가를 지급하지 못한다. ② 모집인은 다음 각 호의 어느 하나의 행위를 하지 못한다.<개정 2016. 3. 29.> 1. 자신이 소속된 신용카드업자 외의 자를 위하여 신용카드회원을 모집하는 행위 2. 삭제<2020. 3. 24.> 3. 삭제<2020. 3. 24.> 4. 신용카드회원을 모집할 때 알게 된 발급신청인의 개인식별정보(「신용정보의 이용 및 보호에 관한 법률」)
제34조	[]	DEFINITION	정보				DEFINITIONAL	제34조 에 따른 정보를 말한다. 이하 이 항에서 같다) 또는 신용정보(같은 법
제2조제1호	[]	REGULATION	개인정보 이용 제한		누설·이용	개인정보	PROHIBITIVE	제2조제1호에 따른 신용정보를 말한다. 이하 같다) 및 사생활 등 개인적 비밀을 업무 목적 외의 목적으로 누설하거나 이용하는 행위 5. 거짓이나 그 밖의 부정한 수단 또는 방법으로 취득하거나 제공받은 개인식별정보 또는 신용정보를 모집에 이용 하는 행위 ③ 신용카드회원을 모집하는 자는
제14조제4항	[None, None, 14, 4]	REGULATION	행위					제14조제4항 각 호의 행위 및
제24조의2	[]	REGULATION	신용카드회원 모집행위		금지하다	신용카드회원 모집행위와 관련된 행위	PROHIBITIVE	제24조의2(신용카드회원 모집행위와 관련된 행위 에 한한다)에 따른 금지행위를 하여서는 아니 된다. ④ 금융위원회는 건전한 모집질서의 확립을 위하여 필요하다고 인정되는 경우에는 신용카드회원을 모집하는 자에 대하여 대통령령으로 정하는 바에 따라 조사를 할 수 있다. ⑤ 신용카드업자는 모집인의 행위가 이 법등 또는 이 법등에 따른 명령이나 조치에 위반된 사실을 알게 된 경우에 는 이를 금융위원회에 신고하여야 한다.<개정 2020. 3. 24.> 법제처 8 국가법령정보센터 여신전문금융업법 ⑥ 신용카드업자는 모집인에게 모집인이 신용카드회원을 모집할 때 지켜야 하는 사항을 교육하여야 한다. ⑦ 제6항에 따른 교육 내용 및 방법에 관하여 필요한 사항은 금융위원회가 정하여 고시한다. [본조신설 2010. 3. 12.]
제15조	[]	REGULATION	양도 금지	신용카드	양도·양수·질권 설정	신용카드	PROHIBITIVE	제15조(신용카드의 양도 등의 금지) 신용카드는 양도(讓渡)ㆍ양수(讓受)하거나 질권(質權)을 설정(設定)할 수 없다. [전문개정 2009. 2. 6.]
제16조	[]	ACTOR	책임	신용카드업자	책임을 지다	신용카드 사용	MANDATORY	제16조(신용카드회원등에 대한 책임) ① 신용카드업자는 신용카드회원이나 직불카드회원으로부터 그 카드의 분실ㆍ도 난 등의 통지를 받은 때부터 그 회원에 대하여 그 카드의 사용에 따른 책임을 진다. ② 신용카드업자는 제1항에 따른 통지 전에 생긴 신용카드의 사용에 대하여 대통령령으로 정하는 기간의 범위에서 책임을 진다. ③ 제2항에도 불구하고 신용카드업자는 신용카드의 분실ㆍ도난 등에 대하여 그 책임의 전부 또는 일부를 신용카드 회원이 지도록 할 수 있다는 취지의 계약을 체결한 경우에는 그 신용카드회원에 대하여 그 계약내용에 따른 책임을 지도록 할 수 있다. 다만, 저항할 수 없는 폭력이나 자기 또는 친족의 생명ㆍ신체에 대한 위해(危害) 때문에 비밀번 호를 누설(漏泄)한 경우 등 신용카드회원의 고의(故意) 또는 과실(過失)이 없는 경우에는 그러하지 아니하다. ④ 신용카드업자는 제1항에 따른 통지를 받은 경우에는 즉시 통지의 접수자, 접수번호, 그 밖에 접수사실을 확인할 수 있는 사항을 그 통지인에게 알려야 한다. ⑤ 신용카드업자는 신용카드회원등에 대하여 다음 각 호에 따른 신용카드등의 사용으로 생기는 책임을 진다. 1. 위조(僞造)되거나 변조(變造)된 신용카드등의 사용 2. 해킹, 전산장애, 내부자정보유출 등 부정한 방법으로 얻은 신용카드등의 정보를 이용한 신용카드등의 사용 3. 다른 사람의 명의를 도용(盜用)하여 발급받은 신용카드등의 사용(신용카드회원등의 고의 또는 중대한 과실이 있 는 경우는 제외한다) ⑥ 제5항에도 불구하고 신용카드업자가 제5항제1호 및 제2호에 따른 신용카드등의 사용에 대하여 그 신용카드회원 등의 고의 또는 중대한 과실을 증명하면 그 책임의 전부 또는 일부를 신용카드회원등이 지도록 할 수 있다는 취지 의 계약을 신용카드회원등과 체결한 경우에는 그 신용카드회원등이 그 계약내용에 따른 책임을 지도록 할 수 있다. ⑦ 제3항 및 제6항에 따른 계약은 서면 또는 전자문서로 한 경우에만 효력이 있으며, 신용카드회원등의 중대한 과 실은 계약서에 적혀 있는 것만 해당한다.<개정 2023. 3. 21.> ⑧ 신용카드업자는 제1항ㆍ제2항ㆍ제5항 및
제17조	[]	REGULATION	책임 이행		조치		MANDATORY	제17조에 따른 책임을 이행하기 위하여 보험이나 공제(共濟)에 가입하거나 준비금을 적립하는 등 필요한 조치를 하여야 한다. ⑨ 제5항제3호, 제6항 및 제7항에 따른 신용카드회원등의 고의 또는 중대한 과실의 범위는 대통령령으로 정한다. ⑩ 신용카드회원이 서면, 전화, 전자문서 등으로 신용카드의 이용금액에 대하여 이의를 제기할 경우 신용카드업자는 이에 대한 조사를 마칠 때까지 그 신용카드회원으로부터 그 금액을 받을 수 없다.<개정 2023. 3. 21.> [전문개정 2009. 2. 6.]
제16조의2	[]	REGULATION	가맹점 모집 자격	신용카드가맹점 모집자	모집	신용카드가맹점	MANDATORY	제16조의2(가맹점의 모집 등) ① 신용카드가맹점을 모집할 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자이어야 한다. 1. 해당 신용카드업자의 임직원 2. 가맹점모집인 ② 신용카드가맹점을 모집하는 자가 모집할 때 지켜야 할 사항과 모집방법에 필요한 사항은 대통령령으로 정한다. ③ 금융위원회는 건전한 가맹점모집질서의 확립을 위하여 필요하다고 인정하는 경우에는 신용카드가맹점을 모집 하는 자에 대하여 대통령령으로 정하는 바에 따라 조사를 할 수 있다. [전문개정 2015. 1. 20.]
제16조의3	[]	REGULATION	가맹점모집인 등록	부가통신업자	등록	가맹점모집인	MANDATORY	제16조의3(가맹점모집인의 등록 등) ① 부가통신업자는 소속 가맹점모집인이 되려는 자를 금융위원회에 등록하여야 한다. ② 다음 각 호의 어느 하나에 해당하는 자는 가맹점모집인이 될 수 없다.<개정 2018. 4. 17.> 1. 피한정후견인 또는 피성년후견인 2. 파산선고를 받고 복권되지 아니한 자 3. 이 법에 따라 벌금 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 2년이 지나지 아니한 자 4. 이 법에 따라 가맹점모집인의 등록이 취소(제1호 또는 제2호에 해당하여 등록이 취소된 경우는 제외한다)된 후 2년이 지나지 아니한 자 5. 영업에 관하여 성년자와 같은 능력을 가지지 아니한 미성년자로서 그 법정대리인이 제1호부터 제4호까지의 어느 하나에 해당하는 자 6. 법인 또는 법인이 아닌 사단이나 재단으로서 그 임원이나 관리인 가운데 제1호부터 제4호까지의 어느 하나에 해당하는 자가 있는 자 ③ 가맹점모집인의 등록요건 및 영업기준 등에 필요한 사항은 대통령령으로 정한다. ④ 금융위원회는 제1항에 따른 가맹점모집인의 등록에 관한 업무를 여신전문금융업협회의 장(이하 “여신전문금융 업협회장”이라 한다)에게 위탁한다.<개정 2016. 3. 29.> [본조신설 2015. 1. 20.]
제16조의3	[]							제16조의3은
제16조의5	[]							제16조의5로 이동 <2015. 1. 20.>]
제16조의4	[]	REGULATION	등록 취소	금융위원회	취소	가맹점모집인	MANDATORY	제16조의4(등록의 취소 등) ① 금융위원회는 가맹점모집인이 다음 각 호의 어느 하나에 해당하면 6개월 이내의 기간을 정하여 그 업무의 정지를 명하거나 그 등록을 취소할 수 있다. 1. 이 법에 따른 명령이나 처분을 위반한 경우 2. 가맹점모집에 관한 이 법의 규정을 위반한 경우 ② 금융위원회는 가맹점모집인이 다음 각 호의 어느 하나에 해당하면 그 등록을 취소하여야 한다. 1. 정당한 사유 없이
제16조의2제3항	[]	REGULATION	조사 거부		거부	조사	PROHIBITIVE	제16조의2제3항에 따른 조사를 거부하는 경우 2. 거짓이나 그 밖의 부정한 방법으로
제16조의3제1항	[]	REGULATION	등록		등록			제16조의3제1항에 따른 등록을 한 경우 3.
제16조의3제2항	[]	REGULATION	등록 당시					제16조의3제2항에 해당하게 된 경우 4. 등록 당시
제16조의3제2항	[]	PROCEDURE	등록취소	해당자				제16조의3제2항에 해당하는 자이었음이 밝혀진 경우 ③ 등록취소의 절차에 관하여는
제14조의4	[]	REGULATION	준용		준용한다	제14조의4제3항 및 제4항	MANDATORY	제14조의4제3항 및 제4항을 준용한다. [본조신설 2015. 1. 20.]
제16조의5	[]	ACTOR	연회비 반환	신용카드업자	반환	연회비	MANDATORY	제16조의5(계약 해지에 따른 연회비 반환) ① 신용카드업자는 신용카드회원이 신용카드업자와의 계약을 해지하는 경우 연회비를 반환하여야 한다. ② 제1항에 따른 연회비 반환사유, 반환금액, 그 밖에 필요한 사항은 대통령령으로 정한다. [본조신설 2013. 3. 22.]
제16조의3	[]							제16조의3에서 이동 <2015. 1. 20.>]
제17조	[]	REGULATION	가맹점에 대한 책임	신용카드업자	부담하도록 할 수 없다	손실	PROHIBITIVE	제17조(가맹점에 대한 책임) ① 신용카드업자는 다음 각 호의 어느 하나에 해당하는 거래에 따른 손실을 신용카드가맹 점이 부담하도록 할 수 없다. 다만, 신용카드업자가 그 거래에 대한 그 신용카드가맹점의 고의 또는 중대한 과실을 증명하면 그 손실의 전부 또는 일부를 신용카드가맹점이 부담하도록 할 수 있다는 취지의 계약을 신용카드가맹점과 체결한 경우에는 그러하지 아니하다. 1. 잃어버리거나 도난당한 신용카드를 사용한 거래 2. 위조되거나 변조된 신용카드를 사용한 거래 3. 해킹, 전산장애, 내부자정보유출 등 부정한 방법으로 얻은 신용카드등의 정보를 이용하여 신용카드등을 사용한 거래 4. 다른 사람의 명의를 도용하여 발급받은 신용카드등을 사용한 거래 법제처 10 국가법령정보센터 여신전문금융업법 ② 제1항 각 호 외의 부분 단서에 따른 계약은 서면 또는 전자문서로 한 경우에만 효력이 있으며, 신용카드가맹점의 중대한 과실은 계약서에 적혀 있는 사항만 해당한다.<개정 2023. 3. 21.> [전문개정 2009. 2. 6.]
제18조	[]	REGULATION	거래조건의 주지의무	신용카드업자	알리다	신용카드회원 및 신용카드가맹점	MANDATORY	제18조(거래조건의 주지의무) 신용카드업자는 다음 각 호의 사항을 총리령으로 정하는 방법에 따라 신용카드회원등과 신용카드가맹점에 알려야 한다. <개정 2012. 3. 21.> 1. 신용카드업자가 정하는 이자율ㆍ할인율ㆍ연체료율ㆍ가맹점수수료율 등 각종 요율(料率) 2. 신용카드ㆍ직불카드 이용금액의 결제방법
제16조제4항	[None, None, 16, 4]	REGULATION	책임	신용카드회원			MANDATORY	제16조에 따른 신용카드회원등에 대한 책임 4.
제17조	[]							
제19조	[]	REGULATION	신용카드가맹점	신용카드가맹점	준수	총리령		제19조에 따른 신용카드가맹점에 대한 책임과 신용카드가맹점의 준수 사항 5. 그 밖에 총리령으로 정하는 사항 [전문개정 2009. 2. 6.]
제18조의2	[]	REGULATION	가맹점 단체 설립	금융위원회	요구	필요한 자료	PROHIBITIVE	제18조의2(가맹점 단체 설립 등) ① 연간 매출규모 등 대통령령으로 정하는 기준에 해당하는 신용카드가맹점은 신용카드업자와 가맹점수수료 등 거래조건(이하 이 조에서 “거래조건”이라 한다)과 관련하여 합리적으로 계약을 체결ㆍ유지하기 위하여 단체를 설립할 수 있다. ② 금융위원회는 신용카드업자가 신용카드가맹점과의 거래조건과 관련하여 합리적으로 계약을 체결ㆍ유지하고 있는지 여부를 확인하기 위하여 신용카드업자에게 필요한 자료의 제출을 요구할 수 있다. ③ 금융위원회는 제2항에 따라 신용카드업자가 신용카드가맹점과의 거래조건과 관련하여 합리적으로 계약을 체결ㆍ유지하고 있는지 여부를 확인함에 있어서 신용카드가맹점 매출규모 조사 등 업무상 필요하다고 인정하는 경우에는 국가기관ㆍ지방자치단체에 대하여 필요한 자료의 제공을 요청할 수 있다. 이 경우 자료의 제공을 요청받은 국가기관ㆍ지방자치단체는 정당한 사유 없이 이를 거부하여서는 아니 된다. [본조신설 2010. 3. 12.]
제18조의3	[]	REGULATION	가맹점수수료율 차별금지		차별하지 않다	가맹점수수료율	PROHIBITIVE	제18조의3(가맹점수수료율의 차별금지 등) ① 신용카드업자는 신용카드가맹점과의 가맹점수수료율을 정함에 있어서 공정하고 합리적으로 정하여야 하며 부당하게 가맹점수수료율을 차별하여서는 아니 된다. ② 금융위원회는 신용카드업자가 제1항에 따른 가맹점수수료율을 정함에 있어서 준수하여야 할 사항을 정하여야 한다. ③ 제1항에도 불구하고 신용카드업자는 대통령령으로 정하는 규모 이하의 영세한 중소신용카드가맹점(이하 “영세 한 중소신용카드가맹점”이라 한다)에 대하여 금융위원회가 정하는 우대수수료율을 적용하여야 한다.<개정 2016. 3. 29.> ④ 대통령령으로 정하는 규모 이상의 대형 신용카드가맹점(이하 “대형신용카드가맹점”이라 한다)은 거래상의 우월 적 지위를 이용하여 다음 각 호의 어느 하나에 해당하는 행위를 하여서는 아니 된다.<개정 2015. 1. 20.> 1. 신용카드업자에게 부당하게 낮은 가맹점수수료율을 정할 것을 요구하는 행위 2. 신용카드와 관련한 거래를 이유로 부당하게 보상금, 사례금 등 명칭 또는 방식 여하를 불문하고 대가(이하 “보상 금등”이라 한다)를 요구하거나 받는 행위 [본조신설 2012. 3. 21.]
제18조의4	[]	ACTOR	가맹점수수료율 조정요구	금융위원회		신용카드업자와 신용카드가맹점		제18조의4(가맹점수수료율의 조정요구 등) 금융위원회는 신용카드업자와 신용카드가맹점이
제18조의3	[]	REGULATION	조정 요구		조정 요구	위반	PERMISSIVE	제18조의3제1항ㆍ제3항 또는 제4항을 위반하는 경우 이를 조정하도록 요구하거나 관계 기관 통보 등 필요한 조치를 할 수 있다. [본조신설 2012. 3. 21.]
제19조	[]	REGULATION	가맹점 준수사항	신용카드가맹점	준수			제19조(가맹점의 준수사항) ① 신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드 회원을 불리하게 대우하지 못한다. <개정 2010. 3. 12.> ② 신용카드가맹점은 신용카드로 거래를 할 때마다 그 신용카드를 본인이 정당하게 사용하고 있는지를 확인하여야 한다. 법제처 11 국가법령정보센터 여신전문금융업법 ③ 신용카드가맹점은 신용카드회원의 정보보호를 위하여 금융위원회에 등록된 신용카드 단말기를 설치ㆍ이용하여야 한다.<신설 2015. 1. 20.> ④ 신용카드가맹점은 가맹점수수료를 신용카드회원이 부담하게 하여서는 아니 된다.<개정 2015. 1. 20.> ⑤ 신용카드가맹점은 다음 각 호의 어느 하나에 해당하는 행위를 하여서는 아니 된다. 다만, 결제대행업체의 경우에는 제1호ㆍ제4호 및 제5호를 적용하지 아니하고, 수납대행가맹점의 경우에는 제3호ㆍ제5호
제2조제5호의2	[]	REGULATION	신용카드 거래 대행 행위					제2조제5호의2에 따라 대행하는 행위에 한한다)를 적용하지 아니한다.<개정 2010. 3. 12., 2015. 1. 20.> 1. 물품의 판매 또는 용역의 제공 등이 없이 신용카드로 거래한 것처럼 꾸미는 행위 2. 신용카드로 실제 매출금액 이상의 거래를 하는 행위 3. 다른 신용카드가맹점의 명의(名義)를 사용하여 신용카드로 거래하는 행위 4. 신용카드가맹점의 명의를 타인에게 빌려주는 행위 5. 신용카드에 의한 거래를 대행하는 행위 ⑥ 대형신용카드가맹점 및 그와 대통령령으로 정하는 특수한 관계에 있는 자(이하 “특수관계인”이라 한다)는 신용 카드부가통신서비스 이용을 이유로 부가통신업자에게 부당하게 보상금등을 요구하거나 받아서는 아니 된다.<신설 2015. 1. 20., 2016. 3. 29.> ⑦ 결제대행업체는 다음 각 호의 사항을 지켜야 한다.<개정 2015. 1. 20.> 1. 물품의 판매 또는 용역의 제공 등을 하는 자의 신용정보 및 신용카드등에 따른 거래를 대행한 내용을 신용카드업 자에게 제공할 것 2. 물품의 판매 또는 용역의 제공 등을 하는 자의 상호 및 주소를 신용카드회원등이 알 수하도록 할 것 3. 신용카드회원등이 거래 취소 또는 환불 등을 요구하는 경우 이에 따를 것 4. 그 밖에 신용카드회원등의 신용정보보호 및 건전한 신용카드거래를 위하여 대통령령으로 정하는 사항
제19조의2	[]	ACTOR	수납대행가맹점	수납대행가맹점	준수	각 호의 사항	MANDATORY	제19조의2(수납대행가맹점의 준수사항) 수납대행가맹점은 다음 각 호의 사항을 준수하여야 한다. 1. 신용카드회원등의 신용정보 등이 업무 외의 목적에 사용되거나 외부에 유출되게 하지 아니할 것 2. 신용카드를 본인이 정당하게 사용하고 있는지를 확인할 것 3. 그 밖에 신용카드회원등의 신용정보보호 및 건전한 신용카드거래를 위하여 대통령령으로 정하는 사항 [본조신설 2010. 3. 12.]
제20조	[]	REGULATION	매출채권 양도 금지	신용카드가맹점	양도	신용카드업자등 외의 자	PROHIBITIVE	제20조(매출채권의 양도금지 등) ① 신용카드가맹점은 신용카드에 따른 거래로 생긴 채권(신용카드업자에게 가지는 매출채권을 포함한다. 이하 이 항에서 같다)을 신용카드업자와 「은행법」에 따라 설립된 은행(「중소기업은행법」에 따라 설립된 중소기업은행과 「농업협동조합법」에 따라 설립된 농협은행을 포함한다. 이하 이 조에서 같다) 외의 자(이 하 이 조에서 “신용카드업자등 외의 자”라 한다)에게 양도하여서는 아니 되고, 신용카드업자등 외의 자는 이를 양수하여서는 아니 된다. 다만, 신용카드가맹점이 신용카드업자에게 가지는 매출채권을 「자산유동화에 관한 법률」
제2조제1호	[]	REGULATION	신용카드채권 양도·양수		양도·양수	채권		제 2조제1호에 따른 자산유동화를 위하여 양도하는 경우에는 신용카드가맹점은 신용카드에 따른 거래로 생긴 채권을 신용카드업자등 외의 자에게 양도할 수 있고, 신용카드업자등 외의 자도 이를 양수할 수 있다. <개정 2010. 3. 12., 2016. 3. 29.> ② 신용카드가맹점이 아닌 자는 신용카드가맹점의 명의로 신용카드등에 의한 거래를 하여서는 아니 된다. [전문개정 2009. 2. 6.]
제21조	[]	REGULATION	해지의무	신용카드업자		신용카드가맹점		제21조(가맹점의 해지의무) 신용카드업자는 신용카드가맹점이
제19조	[]							제19조
제20조제1항	[]	REGULATION	가맹점계약 해지		해지	가맹점계약	MANDATORY	제20조제1항을 위반하여 형을 선고받거나 관계 행정기관으로부터 같은 규정의 위반사실에 대하여 서면통보를 받는 등 대통령령으로 정하는 사유에 해당하는 경우에는 특별한 사유가 없으면 지체 없이 가맹점계약을 해지(解止)하여야 한다.
제22조	[]		삭제					제22조 삭제 <2006. 4. 28.>
제23조	[]	REGULATION	가맹점 모집·이용방식 제한					제23조(가맹점 모집ㆍ이용방식의 제한) ①
제3조제1항	[]	REGULATION	신용카드 가맹점	금융위원회	명할 수 있다	신용카드 가맹점	PERMISSIVE	제3조제1항 단서에 따라 신용카드업의 등록을 한 겸영여신업자가 모집할 수 있는 신용카드가맹점의 범위는 대통령령으로 정한다. ② 금융위원회는 신용카드 이용의 편의와 신용카드업자의 업무 효율화를 위하여 신용카드업자(제1항에 따른 겸영 여신업자는 제외한다. 이하 이 항에서 같다)에 대하여 다른 신용카드업자의 매출전표(賣出錢票)를 상호 매입하거나 접수 및 대금지급을 대행하는 등의 방법으로 신용카드가맹점을 공동으로 이용할 것을 명할 수 있다. ③ 금융위원회는 제2항에 따라 신용카드가맹점을 공동으로 이용하도록 명하는 경우에는 가맹점수수료율이 각 신용 카드업자에 의하여 자율적으로 결정되고 신용카드업자 간에 지급되는 대가가 적정한 수준으로 결정되도록 하는 등 신용카드업자 간의 공정한 경쟁이 제한되지 아니하도록 하여야 한다. [전문개정 2009. 2. 6.]
제24조	[]	REGULATION	이용한도 제한	금융위원회	정할 수 있다	신용카드업자	PERMISSIVE	제24조(신용카드등의 이용한도 제한 등) 금융위원회는 신용질서를 유지하고 소비자를 보호하기 위하여 신용카드업자 가 지켜야 할 사항으로 다음 각 호에 대한 기준을 정하는 등 필요한 조치를 할 수 있다. 1. 신용카드에 의한 현금융통의 최고한도 2. 직불카드의 1회 또는 1일 이용한도 3. 선불카드의 총발행한도와 발행권면금액(發行券面金額)의 최고한도 4.
제14조제2항제2호	[]	REGULATION	신용한도 산정 기준	신용카드업자	지키다		MANDATORY	제14조제2항제2호에 따라 신용카드업자가 정하는 신용한도 산정 기준에 관한 사항 5. 신용카드 이용한도를 정할 때 지켜야 할 사항 6. 신용카드업자가 정하는 약관의 내용에 관한 사항 7. 가맹점 관리에 관한 사항 8. 채권을 추심할 때 지켜야 할 사항 9. 수수료율을 적용하기 위하여 회원을 분류할 때 지켜야 할 사항 10. 그 밖에 대통령령으로 정하는 사항 [전문개정 2009. 2. 6.]
제24조의2	[]	REGULATION	금지행위	신용카드업자 및 부가통신업자	행위 금지	다음 각 호의 행위	PROHIBITIVE	제24조의2(신용카드업자 등의 금지행위) ① 신용카드업자는 소비자 보호 목적과 건전한 영업질서를 해칠 우려가 있는 다음 각 호의 행위(이하 “금지행위”라 한다)를 하여서는 아니 된다. 1. 삭제<2020. 3. 24.> 2. 신용카드업자의 경영상태를 부실하게 할 수 있는 모집행위 또는 서비스 제공 등으로 신용카드등의 건전한 영업 질서를 해치는 행위 ② 금지행위의 세부적인 유형과 기준은 대통령령으로 정한다. ③ 신용카드업자와 부가통신업자는 대형신용카드가맹점이 자기와 거래하도록 대형신용카드가맹점 및 특수관계인 에게 부당하게 보상금등을 제공하여서는 아니 된다.<신설 2015. 1. 20., 2016. 3. 29.> [본조신설 2009. 2. 6.] [제목개정 2015. 1. 20.]
제25조	[]	REGULATION	공탁	금융위원회	공탁을 명할	신용카드업자	PERMISSIVE	제25조(공탁) ① 금융위원회는 선불카드를 발행한 신용카드업자에게 선불카드 발행총액의 100분의 10의 범위에서 대 통령령으로 정하는 금액을 공탁할 것을 명할 수 있다. ② 제1항에 따른 공탁은 선불카드를 발행한 신용카드업자의 본점 또는 주된 사무소의 소재지에서 하여야 한다. ③ 제1항에 따른 공탁명령을 받은 자가 이를 이행한 때에는 지체 없이 그 사실을 금융위원회에 신고하여야 한다. ④ 제1항에 따라 공탁을 한 신용카드업자는 금융위원회의 승인을 받아 공탁물을 반환받을 수 있다. ⑤ 제1항에 따른 공탁물의 종류, 공탁의 시기, 그 밖에 공탁에 관하여 필요한 사항은 총리령으로 정한다. [전문개정 2009. 2. 6.] 법제처 13 국가법령정보센터 여신전문금융업법
제26조	[]	REGULATION	공탁물 배당	금융위원회				제26조(공탁물의 배당 등) ① 금융위원회는
제25조	[]	PROCEDURE	권리실행자 지정 및 배당 절차	신용카드업자	지정하고 공고한다	권리실행자	MANDATORY	제25조에 따라 공탁을 한 신용카드업자가 선불카드에 의하여 물품을 판매 하거나 용역을 제공한 신용카드가맹점에 지급하여야 할 선불카드대금 및 미상환선불카드의 잔액을 상환할 수 없게 된 때에는 해당 신용카드업자가 공탁한 공탁물을 출급하여 해당 신용카드가맹점 및 미상환선불카드의 소지자(이하 “미상환채권자”라 한다)에게 배당을 실행할 자(이하 “권리실행자”라 한다)를 지정하고 총리령으로 정하는 바에 따라 이를 공고하여야 한다. ② 권리실행자가 될 수 있는 자는 대통령령으로 정한다. ③ 미상환채권자는 권리실행자에게 상환받지 못한 금액을 신고하여 배당을 받을 수 있다. ④ 권리실행자는 총리령으로 정하는 바에 따라 제3항에 따른 신고의 기간ㆍ방법 및 장소를 공고하여야 한다. ⑤ 권리실행자는 다른 채권에 우선하여 제3항에 따라 신고된 금액의 합계액과 소요비용을 합산한 총액의 범위에서 금융위원회의 승인을 받아 공탁물을 출급할 수 있다. ⑥ 권리실행자는 출급한 공탁물을 금융위원회가 정하는 방법 및 절차에 따라 미상환채권자에게 배당하여야 한다. ⑦
제25조	[]	ACTOR	공탁물 반환	신용카드업자	반환받다	공탁물	PROHIBITIVE	제25조에 따라 공탁을 한 신용카드업자는 제1항부터 제6항까지의 규정에 따른 배당절차가 완료되기 전에는 해 당 공탁물을 반환받을 수 없다. [전문개정 2009. 2. 6.]
제27조	[]	REGULATION	유사명칭	신용카드업자	사용	신용카드 명칭	PROHIBITIVE	제27조(유사명칭의 사용금지) 이 법에 따른 신용카드업자가 아니면 그 상호에 신용카드 또는 이와 비슷한 명칭을 사용 하지 못한다. [전문개정 2009. 2. 6.]
제27조의2	[]	REGULATION	신용카드등부통신업 등록	신용카드등부통신업을 하려는 자	등록	금융위원회	MANDATORY	제27조의2(신용카드등부통신업의 등록 등) ① 신용카드등부통신업을 하려는 자는 대통령령으로 정하는 기준에 따른 시설ㆍ장비 및 기술능력을 갖추어 금융위원회에 등록하여야 한다. ② 신용카드등부통신업의 등록을 할 수 있는 자는 법인으로서 자본금이 20억원 이상인 자로 한다. 다만, 대통령령으로 정하는 규모 이하의 소규모 가맹점을 대상으로 서비스를 제공하는 자는 법인으로서 자본금이 10억원 이상인 자로 한다. ③ 다음 각 호의 어느 하나에 해당하는 자는 제1항에 따른 등록을 할 수 없다. 1. 제5항에 따라 등록이 말소되거나
