article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제2조제1항제1호	[]	REGULATION	책임 부담	금융회사 또는 전자금융업자	부담하게 하다	이용자	PERMISSIVE	제2조제1항제1호에 따른 정보통신망에 침입하여 거짓이나 그 밖의 부정한 방법으로 획득한 접근매체의 이용으로 발생한 사고 ②제1항의 규정에 불구하고 금융회사 또는 전자금융업자는 다음 각 호의 어느 하나에 해당하는 경우에는 그 책임의 전부 또는 일부를 이용자가 부담하게 할 수 있다.<개정 2013. 5. 22.> 1. 사고 발생에 있어서 이용자의 고의나 중대한 과실이 있는 경우로서 그 책임의 전부 또는 일부를 이용자의 부담으로 할 수 있다는 취지의 약정을 미리 이용자와 체결한 경우 2. 법인(「중소기업기본법」
제2조제2항	[]	REGULATION	책임	금융회사 또는 전자금융업자	조치를 하다	보험 또는 공제	MANDATORY	제2조제2항에 의한 소기업을 제외한다)인 이용자에게 손해가 발생한 경우로 금융회사 또 는 전자금융업자가 사고를 방지하기 위하여 보안절차를 수립하고 이를 철저히 준수하는 등 합리적으로 요구되는 충분한 주의의무를 다한 경우 ③제2항제1호의 규정에 따른 이용자의 고의나 중대한 과실은 대통령령이 정하는 범위 안에서 전자금융거래에 관한 약관(이하 “약관”이라 한다)에 기재된 것에 한한다. ④금융회사 또는 전자금융업자는 제1항의 규정에 따른 책임을 이행하기 위하여 금융위원회가 정하는 기준에 따라 보험 또는 공제에 가입하거나 준비금을 적립하는 등 필요한 조치를 하여야 한다.<개정 2008. 2. 29., 2013. 5. 22.> [제목개정 2013. 5. 22.]
제10조	[]	REGULATION	배상 책임	금융회사 및 전자금융업자	배상	이용자	MANDATORY	제10조(접근매체의 분실과 도난 책임) ①금융회사 또는 전자금융업자는 이용자로부터 접근매체의 분실이나 도난 등의 통지를 받은 때에는 그 때부터 제3자가 그 접근매체를 사용함으로 인하여 이용자에게 발생한 손해를 배상할 책임을 진다. 다만, 선불전자지급수단이나 전자화폐의 분실 또는 도난 등으로 발생하는 손해로서 대통령령이 정하는 경우에 는 그러하지 아니하다. <개정 2013. 5. 22.> ②제1항 및
제9조	[]	REGULATION	법령 우선 적용		우선 적용	법령	MANDATORY	제9조의 규정에 불구하고 다른 법령에 이용자에게 유리하게 적용될 수 있는 규정이 있는 경우에는 그 법령을 우선 적용한다.
제11조	[]	REGULATION	전자금융보조업자					제11조(전자금융보조업자의 지위) ①전자금융거래와 관련하여 전자금융보조업자(전자채권관리기관을 포함한다. 이하 이 장에서 같다)의 고의나 과실은 금융회사 또는 전자금융업자의 고의나 과실로 본다. <개정 2013. 5. 22.> ②금융회사 또는 전자금융업자는 전자금융보조업자의 고의나 과실로 인하여 발생한 손해에 대하여 이용자에게 그 손해를 배상한 경우에는 그 전자금융보조업자에게 구상할 수 있다.<개정 2013. 5. 22.> ③이용자는 금융회사 또는 전자금융업자와의 약정에 따라 금융회사 또는 전자금융업자에게 행하는 각종 통지를 전자금융보조업자에게 할 수 있다. 이 경우 전자금융보조업자에게 한 통지는 금융회사 또는 전자금융업자에게 한 것으로 본다.<개정 2013. 5. 22.>
제12조	[]	ACTOR	전자지급거래	금융회사 또는 전자금융업자	전송 및 반환	금액	MANDATORY	제12조(전자지급거래계약의 효력) ①금융회사 또는 전자금융업자는 지급인 또는 수취인과 전자지급거래를 하기 위하 여 체결한 약정에 따라 수취인이나 수취인의 금융회사 또는 전자금융업자에게 지급인 또는 수취인이 거래지시한 금 액을 전송하여 지급이 이루어지도록 하여야 한다. <개정 2013. 5. 22.> ②금융회사 또는 전자금융업자는 제1항의 규정에 따른 자금의 지급이 이루어질 수 없게 된 때에는 전자지급거래를 하기 위하여 수령한 자금을 지급인에게 반환하여야 한다. 이 경우 지급인의 과실로 인하여 지급이 이루어지지 아니 한 때에는 그 전송을 하기 위하여 지출한 비용을 공제할 수 있다.<개정 2013. 5. 22.>
제13조	[]	REGULATION	지급 효력 발생 시기	이용자	효력 발생	지급	MANDATORY	제13조(지급의 효력발생시기) ①전자지급수단을 이용하여 자금을 지급하는 경우에는 그 지급의 효력은 다음 각 호의 어느 하나에서 정한 때에 생긴다. <개정 2013. 5. 22., 2014. 10. 15.> 1. 전자자금이체의 경우 : 거래지시된 금액의 정보에 대하여 수취인의 계좌가 개설되어 있는 금융회사 또는 전자금융업자의 계좌의 원장에 입금기록이 끝난 때 2. 전자적 장치로부터 직접 현금을 출금하는 경우 : 수취인이 현금을 수령한 때 3. 선불전자지급수단 및 전자화폐로 지급하는 경우 : 거래지시된 금액의 정보가 수취인이 지정한 전자적 장치에 도 달한 때 4. 그 밖의 전자지급수단으로 지급하는 경우 : 거래지시된 금액의 정보가 수취인의 계좌가 개설되어 있는 금융회사 또는 전자금융업자의 전자적 장치에 입력이 끝난 때 ② 총자산 등을 감안하여 대통령령으로 정하는 금융회사 또는 전자금융업자는 이용자가 원하는 경우 대통령령으로 정하는 절차와 방법에 따라 이용자가 거래지시를 하는 때부터 일정 시간이 경과한 후에 전자자금이체의 지급 효력 이 발생하도록 하여야 한다.<신설 2014. 10. 15.>
제14조	[]	REGULATION	거래지시의 철회	이용자				제14조(거래지시의 철회) ①이용자는
제13조제1항	[]	REGULATION	거래지시 철회		철회	거래지시	PERMISSIVE	제13조제1항 각 호의 규정에 따라 지급의 효력이 발생하기 전까지 거래지시를 철회할 수 있다. <개정 2014. 10. 15.> ②제1항의 규정에 불구하고 금융회사 또는 전자금융업자와 이용자는 대량으로 처리하는 거래 또는 예약에 따른 거래 등의 경우에는 미리 정한 약정에 따라 거래지시의 철회시기를 달리 정할 수 있다.<개정 2013. 5. 22.> ③금융회사 또는 전자금융업자는 제1항의 규정에 따른 거래지시의 철회방법 및 절차와 제2항의 규정에 따른 약정에 관한 사항을 약관에 기재하여야 한다.<개정 2013. 5. 22.>
제15조	[]	REGULATION	출금 동의	금융회사 또는 전자금융업자	동의를 얻다	출금	MANDATORY	제15조(추심이체의 출금 동의) ①금융회사 또는 전자금융업자는 추심이체를 실행하기 위하여 대통령령이 정하는 바에 따라 미리 지급인으로부터 출금에 대한 동의를 얻어야 한다. <개정 2013. 5. 22.> ②지급인은 수취인의 거래지시에 따라 지급인의 계좌의 원장에 출금기록이 끝나기 전까지 금융회사 또는 전자금융 업자에게 제1항의 규정에 따른 동의의 철회를 요청할 수 있다.<개정 2013. 5. 22.> ③제2항의 규정에 불구하고 금융회사 또는 전자금융업자는 대량으로 처리하는 거래 또는 예약에 따른 거래 등의 경우에는 미리 지급인과 정한 약정에 따라 동의의 철회시기를 달리 정할 수 있다.<개정 2013. 5. 22.> ④금융회사 또는 전자금융업자는 제2항 및 제3항의 규정에 따른 동의의 철회방법 및 절차와 약정에 관한 사항을 약관에 기재하여야 한다.<개정 2013. 5. 22.>
제16조	[]	ACTOR	전자화폐 발행	금융회사·전자금융업자	식별번호 부여	접근매체	MANDATORY	제16조(전자화폐의 발행과 사용 및 환금) ①전자화폐를 발행하는 금융회사 또는 전자금융업자(이하 “전자화폐발행자 ”라 한다)는 전자화폐를 발행할 경우 접근매체에 식별번호를 부여하고 그 식별번호와 「금융실명거래 및 비밀보장에 관한 법률」
제2조	[]	REGULATION	전자화폐 발행·관리	전자화폐발행자	관리한다	이용자의 실지명의	MANDATORY	제2조제4호에서 규정한 이용자의 실지명의(이하 “실지명의”라 한다) 또는 예금계좌를 연결하여 관리하여 야 한다. 다만, 발행권면 최고한도가 대통령령이 정하는 금액 이하인 전자화폐의 경우에는 그러하지 아니하다. <개 정 2013. 5. 22.> ②전자화폐발행자는 현금 또는 예금과 동일한 가치로 교환하여 전자화폐를 발행하여야 한다. 법제처 9 국가법령정보센터 전자금융거래법 ③전자화폐발행자는 전자화폐보유자가 전자화폐를 사용할 수 있도록 발행된 전자화폐의 보관 및 사용 등에 필요한 조치를 하여야 한다. ④전자화폐발행자는 전자화폐보유자의 요청에 따라 전자화폐를 현금 또는 예금으로 교환할 의무를 부담한다. ⑤제1항 내지 제4항의 규정에 따른 전자화폐의 발행ㆍ교환의 방법 및 절차에 관하여는 대통령령으로 정한다.
제17조	[]	REGULATION	전자화폐 지급 효력	전자화폐보유자	지급	채무	MANDATORY	제17조(전자화폐에 의한 지급의 효력) 전자화폐보유자가 재화를 구입하거나 용역을 제공받고 그 대금을 수취인과의 합의에 따라 전자화폐로 지급한 때에는 그 대금의 지급에 관한 채무는 변제된 것으로 본다.
제18조	[]	REGULATION	양도성	선불전자지급수단 보유자	양도·담보제공	선불전자지급수단 또는 전자화폐	PERMISSIVE	제18조(전자화폐 등의 양도성) ①선불전자지급수단 보유자 또는 전자화폐 보유자는 발행자와의 약정에 따라 선불전자 지급수단 또는 전자화폐를 타인에게 양도하거나 담보로 제공할 수 있다. ②제1항의 규정에 따라 선불전자지급수단 또는 전자화폐를 양도하거나 담보로 제공하는 경우에는 반드시 발행자의 중앙전산시스템을 경유하여야 한다. 다만, 실지명의가 확인되지 아니하는 선불전자지급수단 또는
제16조제1항	[]	REGULATION	전자화폐	전자화폐	적용되지 않다		PROHIBITIVE	제16조제1항 단 서의 규정에 따른 전자화폐의 경우에는 그러하지 아니한다.
제19조	[]	ACTOR	환급	금융회사 및 전자금융업자	환급	선불전자지급수단 잔액	MANDATORY	제19조(선불전자지급수단의 환급) ①선불전자지급수단을 발행한 금융회사 또는 전자금융업자는 선불전자지급수단보 유자가 선불전자지급수단에 기록된 잔액의 환급을 청구하는 경우에는 미리 약정한 바에 따라 환급하여야 한다. <개 정 2013. 5. 22.> ②금융회사 또는 전자금융업자는 제1항의 규정에 따른 환급과 관련된 약정을 약관에 기재하고, 다음 각 호의 어느 하나에 해당하는 경우에는 선불전자지급수단에 기록된 잔액의 전부를 지급한다는 내용을 약관에 포함시켜야 한다. <개정 2013. 5. 22., 2023. 9. 14.> 1. 천재지변 등의 사유로 가맹점이 재화 또는 용역을 제공하기 곤란하여 선불전자지급수단을 사용하지 못하게 된 경우 2. 선불전자지급수단의 결함으로 가맹점이 재화 또는 용역을 제공하지 못하는 경우 3. 선불전자지급수단에 기록된 잔액이 일정비율 이하인 경우. 이 경우 일정비율은 100분의 20 미만으로 정할 수 없 다. 4. 이용자에게 불리하게 선불전자지급수단을 이용할 수 있는 가맹점을 축소하거나 선불전자지급수단의 이용 조건 을 변경하는 경우. 다만, 가맹점 폐업, 가맹계약기간의 만료, 그 밖에 대통령령으로 정하는 정당한 이유가 있는 경 우는 제외한다.
제20조	[]	REGULATION	전자채권양도		양도	전자채권	MANDATORY	제20조(전자채권양도의 대항요건) ①전자채권의 양도는 다음 각 호의 요건을 모두 갖춘 때에 「민법」
제450조제1항	[]	REGULATION	대항요건		갖추다	대항요건	DEFINITIONAL	제450조제1항의 규정에 따른 대항요건을 갖춘 것으로 본다. <개정 2020. 6. 9.> 1. 양도인의 채권양도의 통지 또는 채무자의 승낙이 「전자서명법」
제2조제2호	[]	DEFINITION	전자서명				DEFINITIONAL	제2조제2호에 따른 전자서명(서명자의 실지명의 를 확인할 수 있는 것을 말한다)을 한 전자문서에 의하여 이루어질 것 2. 제1호의 규정에 따른 통지 또는 승낙이 기재된 전자문서가 전자채권관리기관에 등록될 것 ②제1항의 규정에 따른 통지 또는 승낙이 기재된 전자문서에 「전자서명법」
제18조	[]	REGULATION	시점확인			민법		제18조에 따른 시점확인이 있고 제1항 의 요건을 모두 갖춘 때에 「민법」
제450조제2항	[3, None, 450, 2]	REGULATION	대항요건		본다	대항요건	MANDATORY	제450조제2항의 규정에 따른 대항요건을 갖춘 것으로 본다.<개정 2020. 6. 9.> 제3장 전자금융거래의 안전성 확보 및 이용자 보호
제21조	[]	ACTOR	안전성 확보 의무	금융회사등	안전성을 확보하다	전자금융거래	MANDATORY	제21조(안전성의 확보의무) ①금융회사등은 전자금융거래가 안전하게 처리될 수 있도록 선량한 관리자로서의 주의를 다하여야 한다. <개정 2013. 5. 22., 2020. 5. 19.> ②금융회사등은 전자금융거래의 안전성과 신뢰성을 확보할 수 있도록 전자적 전송이나 처리를 위한 인력, 시설, 전 자적 장치, 소요경비 등의 정보기술부문, 전자금융업무 및 「전자서명법」에 의한 인증서의 사용 등 인증방법에 관하 여 금융위원회가 정하는 기준을 준수하여야 한다.<개정 2008. 2. 29., 2013. 5. 22., 2014. 10. 15.> ③ 금융위원회는 제2항의 기준을 정할 때 특정 기술 또는 서비스의 사용을 강제하여서는 아니 되며, 보안기술과 인 증기술의 공정한 경쟁이 촉진되도록 노력하여야 한다.<개정 2014. 10. 15.> 법제처 10 국가법령정보센터 전자금융거래법 ④ 대통령령으로 정하는 금융회사 및 전자금융업자는 안전한 전자금융거래를 위하여 대통령령으로 정하는 바에 따 라 정보기술부문에 대한 계획을 매년 수립하여 대표자의 확인ㆍ서명을 받아 금융위원회에 제출하여야 한다.<신설 2013. 5. 22.>
제21조의2	[]	ACTOR	정보보호최고책임자 지정	금융회사 또는 전자금융업자	지정	정보보호최고책임자	MANDATORY	제21조의2(정보보호최고책임자 지정) ① 금융회사 또는 전자금융업자는 전자금융업무 및 그 기반이 되는 정보기술부 문 보안을 총괄하여 책임질 정보보호최고책임자를 지정하여야 한다. <개정 2013. 5. 22.> ② 총자산, 종업원 수 등을 감안하여 대통령령으로 정하는 금융회사 또는 전자금융업자는 정보보호최고책임자를 임 원(「상법」
제401조의2제1항제3호	[]	REGULATION	정보보호최고책임자	정보보호최고책임자	겸직할 수 없다	정보기술부문 업무	PROHIBITIVE	제401조의2제1항제3호에 따른 자를 포함한다)으로 지정하여야 한다.<개정 2013. 5. 22.> ③ 총자산, 종업원 수 등을 감안하여 대통령령으로 정하는 금융회사 또는 전자금융업자의 정보보호최고책임자는 제 4항의 업무 외의 다른 정보기술부문 업무를 겸직할 수 없다.<신설 2014. 10. 15.> ④ 제1항에 따른 정보보호최고책임자는 다음 각 호의 업무를 수행한다.<개정 2014. 10. 15.> 1.
제21조제2항	[None, None, 21, 2]	REGULATION	전자금융거래 안정성 확보		수립	전략 및 계획		제21조제2항에 따른 전자금융거래의 안정성 확보 및 이용자 보호를 위한 전략 및 계획의 수립 2. 정보기술부문의 보호 3. 정보기술부문의 보안에 필요한 인력관리 및 예산편성 4. 전자금융거래의 사고 예방 및 조치 5. 그 밖에 전자금융거래의 안정성 확보를 위하여 대통령령으로 정하는 사항 ⑤ 정보보호최고책임자의 자격요건 등에 필요한 사항은 대통령령으로 정한다.<개정 2014. 10. 15.> [본조신설 2011. 11. 14.]
제21조의3	[]	ACTOR	취약점 분석ㆍ평가	금융회사 및 전자금융업자	분석 및 평가	다음 각 호의 사항	MANDATORY	제21조의3(전자금융기반시설의 취약점 분석ㆍ평가) ① 금융회사 및 전자금융업자는 전자금융거래의 안전성과 신뢰성을 확보하기 위하여 전자금융기반시설에 대한 다음 각 호의 사항을 분석ㆍ평가하고 그 결과(「정보통신기반 보호법」
제9조	[]	REGULATION	취약점 분석ㆍ평가	금융회사 및 전자금융업자	보고하다	금융위원회	MANDATORY	제9조에 따른 취약점 분석ㆍ평가를 한 경우에는 그 결과를 금융위원회에 보고하여야 한다. 1. 정보기술부문의 조직, 시설 및 내부통제에 관한 사항 2. 정보기술부문의 전자적 장치 및 접근매체에 관한 사항 3. 전자금융거래의 유지를 위한 침해사고 대응조치에 관한 사항 4. 그 밖에 대통령령으로 정하는 사항 ② 금융회사 및 전자금융업자는 제1항에 따른 전자금융기반시설의 취약점 분석ㆍ평가 결과에 따른 필요한 보완조치의 이행계획을 수립ㆍ시행하여야 한다. ③ 금융위원회는 소속 공무원으로 하여금 제1항에 따른 전자금융기반시설의 취약점 분석ㆍ평가 결과 및 제2항에 따른 보완조치의 이행실태를 점검하게 할 수 있다. ④ 제1항에 따른 전자금융기반시설의 취약점 분석ㆍ평가의 내용 및 절차와 제2항에 따른 이행계획의 수립ㆍ시행, 그 밖에 필요한 사항은 대통령령으로 정한다. [본조신설 2013. 5. 22.]
제21조의4	[]	REGULATION	전자적 침해행위 금지	누구든지	행위		PROHIBITIVE	제21조의4(전자적 침해행위 등의 금지) 누구든지 다음 각 호의 어느 하나에 해당하는 행위를 하여서는 아니 된다. 1. 접근권한을 가지지 아니하는 자가 전자금융기반시설에 접근하거나 접근권한을 가진 자가 그 권한을 넘어 저장된 데이터를 조작ㆍ파괴ㆍ은닉 또는 유출하는 행위 2. 전자금융기반시설에 대하여 데이터를 파괴하거나 전자금융기반시설의 운영을 방해할 목적으로 컴퓨터 바이러스, 논리폭탄 또는 메일폭탄 등의 프로그램을 투입하는 행위 3. 전자금융기반시설의 안정적 운영을 방해할 목적으로 일시에 대량의 신호, 고출력 전자기파 또는 데이터를 보내 거나 부정한 명령을 처리하도록 하는 등의 방법으로 전자금융기반시설에 오류 또는 장애를 발생하게 하는 행위 [본조신설 2013. 5. 22.]
제21조의5	[]	ACTOR	침해사고	금융회사 및 전자금융업자	알리다	금융위원회	MANDATORY	제21조의5(침해사고의 통지 등) ① 금융회사 및 전자금융업자는 전자적 침해행위로 인하여 전자금융기반시설이 교란ㆍ마비되는 등의 사고(이하 “침해사고”라 한다)가 발생한 때에는 금융위원회에 지체 없이 이를 알려야 한다. ② 금융회사 및 전자금융업자는 침해사고가 발생하면 그 원인을 분석하고 피해의 확산을 방지하기 위하여 필요한 조치를 하여야 한다.
제21조의6	[]	ACTOR	침해사고 대응	금융위원회	수행	업무	MANDATORY	제21조의6(침해사고의 대응) ① 금융위원회는 침해사고에 대응하기 위하여 다음 각 호의 업무를 수행한다. 1. 침해사고에 관한 정보의 수집ㆍ전파 2. 침해사고의 예보ㆍ경보 3. 침해사고에 대한 긴급조치 4. 그 밖에 침해사고 대응을 위하여 대통령령으로 정하는 사항 ② 제1항에 따른 업무를 수행하는 데 필요한 절차ㆍ방법 등은 대통령령으로 정한다. [본조신설 2013. 5. 22.]
제22조	[]	ACTOR	전자금융거래기록	금융회사등	생성·보존·파기	전자금융거래기록	MANDATORY	제22조(전자금융거래기록의 생성ㆍ보존 및 파기) ①금융회사등은 전자금융거래의 내용을 추적ㆍ검색하거나 그 내용에 오류가 발생할 경우에 이를 확인하거나 정정할 수 있는 기록(이하 이 조에서 “전자금융거래기록”이라 한다)을 생성 하여 5년의 범위 안에서 대통령령이 정하는 기간동안 보존하여야 한다. <개정 2013. 5. 22., 2014. 10. 15.> ② 금융회사등은 제1항에 따라 보존하여야 하는 기간이 경과하고 금융거래 등 상거래관계가 종료된 경우에는 5년 이내에 전자금융거래기록(「신용정보의 이용 및 보호에 관한 법률」에 따른 신용정보는 제외한다. 이하 이 항에서 같다)을 파기하여야 한다. 다만, 다음 각 호의 경우에는 그러하지 아니하다.<신설 2014. 10. 15.> 1. 다른 법률에 따른 의무를 이행하기 위하여 불가피한 경우 2. 그 밖에 전자금융거래기록을 보관할 필요성이 있는 경우로서 금융위원회가 정하는 경우 ③제1항 및 제2항에 따라 금융회사등이 보존하여야 하는 전자금융거래기록의 종류, 보존방법, 파기절차ㆍ방법 및 상거래관계가 종료된 날의 기준 등은 대통령령으로 정한다.<개정 2013. 5. 22., 2014. 10. 15.> [제목개정 2014. 10. 15.]
제23조	[]	REGULATION	이용한도	금융위원회	제한	한도	PERMISSIVE	제23조(전자지급수단 등의 발행과 이용한도) ① 금융위원회는 전자지급수단의 특성을 감안하여 대통령령이 정하는 바에 따라 금융회사 또는 전자금융업자에게 다음 각 호에 규정된 한도를 제한하거나 그 밖에 필요한 조치를 할 수 있다. <개정 2008. 2. 29., 2013. 5. 22.> 1. 전자화폐 및 선불전자지급수단의 발행권면 최고한도 2. 전자자금이체의 이용한도 3. 직불전자지급수단의 이용한도 ② 금융위원회는 대통령령으로 정하는 바에 따라 금융회사 또는 전자금융업자에게 전자적 장치로부터의 현금 출금 최고한도를 제한하거나 그 밖에 필요한 조치를 할 수 있다.<신설 2013. 5. 22.> [제목개정 2013. 5. 22.]
제24조	[]	ACTOR	약관	금융회사 또는 전자금융업자	명시·교부·설명·게시·통지·해지	약관	MANDATORY	제24조(약관의 명시와 변경통지 등) ①금융회사 또는 전자금융업자는 이용자와 전자금융거래의 계약을 체결함에 있어 서 약관을 명시하여야 하고, 이용자의 요청이 있는 경우에는 금융위원회가 정하는 방법에 따라 그 약관의 사본을 교 부하고 그 약관의 내용을 설명하여야 한다. <개정 2008. 2. 29., 2013. 5. 22.> ②금융회사 또는 전자금융업자는 제1항의 규정을 위반하여 계약을 체결한 때에는 당해 약관의 내용을 계약의 내용 으로 주장할 수 없다.<개정 2013. 5. 22.> ③금융회사 또는 전자금융업자는 약관을 변경하는 때에는 변경되는 약관의 시행일 1월 전에 금융위원회가 정하는 방법에 따라 이를 게시하고 이용자에게 알려야 한다. 다만, 법령의 개정으로 인하여 긴급하게 약관을 변경하는 때에 는 금융위원회가 정하는 방법에 따라 이를 즉시 게시하고 이용자에게 알려야 한다.<개정 2008. 2. 29., 2013. 5. 22.> ④이용자는 제3항의 규정에 따른 약관의 변경내용이 게시되거나 통지된 후부터 변경되는 약관의 시행일 전의 영업 일까지 전자금융거래의 계약을 해지할 수 있다. 전단의 기간 안에 이용자가 약관의 변경내용에 대하여 이의를 제기 하지 아니하는 경우에는 약관의 변경을 승인한 것으로 본다. 법제처 12 국가법령정보센터 전자금융거래법
제25조	[]	REGULATION	약관 제정·변경	금융회사·전자금융업자	보고하다	금융위원회	MANDATORY	제25조(약관의 제정 및 변경) ①금융회사 또는 전자금융업자가 전자금융거래에 관한 약관을 제정하거나 변경하고자 하는 경우에는 미리 금융위원회에 보고하여야 한다. 다만, 이용자의 권익이나 의무에 불리한 영향이 없는 경우로서 금융위원회가 정하는 경우에는 약관의 제정 또는 변경 후 10일 이내에 금융위원회에 보고할 수 있다. <개정 2008. 2. 29., 2013. 5. 22.> ②금융위원회는 건전한 전자금융거래질서를 유지하기 위하여 필요한 경우에는 금융회사 또는 전자금융업자에 대하여 제1항의 규정에 따른 약관의 변경을 권고할 수 있다.<개정 2008. 2. 29., 2013. 5. 22.> ③금융위원회는 제1항의 규정에 따른 약관의 제정 또는 변경에 대한 보고의 시기ㆍ절차 그 밖에 필요한 사항을 정할 수 있다.<개정 2008. 2. 29.> ④제1항 내지 제3항의 규정은
제2조제3호	[None, None, 2, 3]	REGULATION	다목 및 라목의 금융회사		적용하지 않다		PROHIBITIVE	제2조제3호 다목 및 라목의 금융회사에 대하여는 이를 적용하지 아니한다.<개정 2013. 5. 22.>
제25조의2	[]	REGULATION	선불충전금					제25조의2(선불충전금의 보호) ①
제28조제2항제3호	[]	ACTOR	선불충전금	선불업자	관리	선불충전금	MANDATORY	제28조제2항제3호의 업무를 행하기 위하여 같은 조에 따라 금융위원회에 등록한 전 자금융업자(이하 “선불업자”라 한다)는 선불충전금(이용자가 선불전자지급수단 발행의 대가로 선불업자에게 지급한 금액으로서 대금결제, 양도, 환급 등에 사용한 금액을 차감한 잔액을 말한다. 이하 같다)의 100분의 50 이상에 해당 하는 금액으로서 대통령령으로 정하는 금액을 은행 등 대통령령으로 정하는 금융회사(이하 “선불충전금관리기관”이라 한다)를 통하여 다음 각 호의 어느 하나에 해당하는 방법으로 관리(이하 “별도관리”라 한다)하여야 한다. 1. 신탁 2. 예치 3. 대통령령으로 정하는 방법에 따른 지급보증보험 ② 선불업자는 별도관리하지 아니하는 선불충전금과 제1항제3호에 따라 지급보증보험을 가입한 선불충전금을 직접 운용할 수 있다. ③ 제1항에 따라 선불충전금을 별도관리하는 선불충전금관리기관과 제2항에 따라 선불충전금을 직접 운용하는 선불업자는 대통령령으로 정하는 안전한 방법으로 선불충전금을 운용하여야 한다. ④ 선불업자는 제1항에 따라 별도관리하는 선불충전금이 이용자의 재산이라는 뜻을 밝혀야 한다. ⑤ 누구든지 제1항에 따라 별도관리하는 선불충전금을 상계 또는 압류(가압류를 포함한다)하여서는 아니 된다. ⑥ 선불업자는 합병 또는 영업양도 등 대통령령으로 정하는 경우 외에는 제1항에 따라 별도관리하는 선불충전금을 양도하거나 담보로 제공하여서는 아니 된다. ⑦ 선불충전금관리기관은 선불업자가 다음 각 호의 어느 하나에 해당하게 된 경우에는 별도관리하는 선불충전금을 이용자의 청구에 따라 해당 이용자에게 우선하여 지급하여야 한다. 이 경우 이용자의 청구 방법 등 필요한 절차에 대해서는 대통령령으로 정한다. 1. 허가 또는 등록이 취소되거나 말소된 경우 2. 해산의 결의를 한 경우 3. 파산선고를 받은 경우 및 그 밖에 이와 유사한 경우로서 대통령령으로 정하는 경우 4.
제43조제2항	[]	REGULATION	선불충전금 관리	선불충전금관리기관	통지	그 사실	MANDATORY	제43조제2항에 따라 전자금융업무 전부의 정지명령을 받은 경우 5. 그 밖에 제1호부터 제4호까지에 준하는 사유가 발생한 경우 ⑧ 제7항 각 호의 어느 하나에 해당하는 사유가 발생한 경우 해당 선불업자 등 그 사실을 알게 된 자로서 대통령령 으로 정하는 자는 선불충전금관리기관 등 대통령령으로 정하는 자에게 그 사실을 즉시 통지하여야 한다. ⑨ 선불충전금관리기관은 그 선불충전금관리기관이 제7항제2호 또는 제3호에 해당하게 된 경우에는 별도관리하는 선불충전금을 선불업자에게 우선하여 지급하여야 한다. 이 경우 선불업자는 대통령령으로 정하는 기간 내에 선불충 전금을 제1항에 따라 다른 선불충전금관리기관을 통하여 다시 별도관리하여야 한다. ⑩ 선불충전금을 별도관리한 선불업자는 선불충전금관리기관이 제7항에 따라 선불충전금을 이용자에게 지급하여 야 하는 경우 해당 이용자에 관한 정보로서 다음 각 호의 정보를 선불충전금관리기관에 제공할 수 있다. 1. 이용자를 식별할 수 있는 정보 법제처 13 국가법령정보센터 전자금융거래법 2. 이용자에게 지급하여야 할 선불충전금에 관한 정보 3. 그 밖에 제1호 및 제2호와 유사한 정보로서 이용자의 청구에 응하는 데 필요하다고 인정되어 대통령령으로 정하 는 정보 ⑪ 선불충전금에 관한 청구권을 가지는 이용자, 그 청구권의 양수인, 그 밖에 대통령령으로 정하는 자는 선불업자가 선불충전금으로 별도관리하는 재산에 대하여 다른 채권자보다 우선하여 그 청구권에 관한 금액을 변제받을 권리가 있다. ⑫ 금융위원회는 이 조에 따른 선불충전금의 관리 상황을 분기별로 점검하여야 한다. ⑬ 별도관리하여야 하는 선불충전금의 범위 및 산정방법, 별도관리의 기준 및 방법, 선불충전금 관리 상황 점검 방 식, 그 밖에 선불충전금의 관리에 필요한 사항은 대통령령으로 정한다. [본조신설 2023. 9. 14.]
제25조의2	[]		선불충전금					제25조의2(선불충전금의 보호) ①
제28조제2항제3호	[]	REGULATION	선불충전금 관리	선불업자	관리	선불충전금	MANDATORY	제28조제2항제3호의 업무를 행하기 위하여 같은 조에 따라 금융위원회에 등록한 전 자금융업자(이하 “선불업자”라 한다)는 선불충전금(이용자가 선불전자지급수단 발행의 대가로 선불업자에게 지급한 금액으로서 대금결제, 양도, 환급 등에 사용한 금액을 차감한 잔액을 말한다. 이하 같다)의 100분의 50 이상에 해당 하는 금액으로서 대통령령으로 정하는 금액을 은행 등 대통령령으로 정하는 금융회사(이하 “선불충전금관리기관”이라 한다)를 통하여 다음 각 호의 어느 하나에 해당하는 방법으로 관리(이하 이 조,
제36조의2	[]							제36조의2,
제42조의2	[]							
제49조	[]							제49조 및
