article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제84조제2항	[]	REGULATION	부정한 방법	자	있었음	방법	PROHIBITIVE	제84조제2항 각 호의 어느 하나에 해당하는 자이었음이 밝혀진 경우 3. 거짓이나 그 밖의 부정한 방법으로
제84조	[]	REGULATION	업무정지	금융위원회	정할 수 있다	업무정지	PERMISSIVE	제84조에 따른 등록을 한 경우 4. 이 법에 따라 업무정지 처분을 2회 이상 받은 경우 ② 금융위원회는 보험설계사가 다음 각 호의 어느 하나에 해당하는 경우에는 6개월 이내의 기간을 정하여 그 업무 의 정지를 명하거나 그 등록을 취소할 수 있다.<개정 2014. 1. 14., 2020. 3. 24.> 1. 모집에 관한 이 법의 규정을 위반한 경우 2. 보험계약자, 피보험자 또는 보험금을 취득할 자로서
제102조의2	[]	PENALTY	위반	제102조의2	위반		MANDATORY	제102조의2를 위반한 경우 3.
제102조의3	[]	REGULATION	위반	제102조의3	위반	이 법		제102조의3을 위반한 경우 4. 이 법에 따른 명령이나 처분을 위반한 경우 5. 이 법에 따라 과태료 처분을 2회 이상 받은 경우 6. 「금융소비자 보호에 관한 법률」
제51조제1항제3호	[]	CONCEPT	금융소비자 보호에 관한 법률					제51조제1항제3호부터 제5호까지의 어느 하나에 해당하는 경우 7. 「금융소비자 보호에 관한 법률」
제51조제2항	[]	REGULATION	보험설계사 등록 취소 및 업무 정지	금융위원회	청문 및 통보	보험설계사	MANDATORY	제51조제2항 각 호 외의 부분 본문 중 대통령령으로 정하는 경우(업무의 정지를 명하는 경우로 한정한다) ③ 금융위원회는 제1항 또는 제2항에 따라 등록을 취소하거나 업무의 정지를 명하려면 보험설계사에 대하여 청문 을 하여야 한다. ④ 금융위원회는 보험설계사의 등록을 취소하거나 업무의 정지를 명한 경우에는 지체 없이 그 이유를 적은 문서로 보험설계사 및 해당 보험설계사가 소속된 보험회사등에 그 뜻을 알려야 한다. [전문개정 2010. 7. 23.]
제87조	[]	REGULATION	보험대리점 등록	자	등록	금융위원회	MANDATORY	제87조(보험대리점의 등록) ① 보험대리점이 되려는 자는 개인과 법인을 구분하여 대통령령으로 정하는 바에 따라 금 융위원회에 등록하여야 한다. ② 다음 각 호의 어느 하나에 해당하는 자는 보험대리점이 되지 못한다. 1.
제84조제2항	[84, 2]	REGULATION	영업보증금	금융위원회	예탁	영업보증금	PERMISSIVE	제84조제2항 각 호의 어느 하나에 해당하는 자 2. 보험설계사 또는 보험중개사로 등록된 자 3. 다른 보험회사등의 임직원 4. 외국의 법령에 따라 제1호에 해당하는 것으로 취급되는 자 5. 그 밖에 경쟁을 실질적으로 제한하는 등 불공정한 모집행위를 할 우려가 있는 자로서 대통령령으로 정하는 자 ③ 금융위원회는 제1항에 따른 등록을 한 보험대리점으로 하여금 금융위원회가 지정하는 기관에 영업보증금을 예탁하게 할 수 있다. ④ 보험대리점의 구분, 등록요건, 영업기준 및 영업보증금의 한도액 등에 관하여 필요한 사항은 대통령령으로 정한 다. [전문개정 2010. 7. 23.]
제87조의2	[]	REGULATION	법인보험대리점 임원 자격	자	이 되다 못한다	임원	PROHIBITIVE	제87조의2(법인보험대리점 임원의 자격) ① 다음 각 호의 어느 하나에 해당하는 자는 법인인 보험대리점(이하 “법인보 험대리점”이라 한다)의 임원(이사ㆍ감사 또는 사실상 이와 동등한 지위에 있는 자로서 대통령령으로 정하는 자를 말 한다)이 되지 못한다. <개정 2015. 7. 31., 2020. 3. 24.>
제5조제1항	[5, 1, 1]	DEFINITION	자	자	해당	제1호ㆍ제2호 및 제4호	DEFINITIONAL	제5조제1항제1호ㆍ제2호 및 제4호에 해당하는 자 2.
제84조제2항제5호부터 제7호까지	[84, 2, 5, 7]	DEFINITION	자				DEFINITIONAL	제84조제2항제5호부터 제7호까지에 해당하는 자 3. 금고 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날 부터 3년이 지나지 아니한 자 4. 이 법 또는 「금융소비자 보호에 관한 법률」에 따라 벌금 이상의 형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 3년이 지나지 아니한 자 ② 제1항에 따른 임원의 자격요건에 관하여 구체적인 사항은 대통령령으로 정한다. [본조신설 2010. 7. 23.]
제87조의3	[]	REGULATION	업무범위	법인보험대리점	제한·공시	업무상 주요 사항	PROHIBITIVE	제87조의3(법인보험대리점의 업무범위 등) ① 법인보험대리점은 보험계약자 보호 등을 해칠 우려가 없는 업무로서 대 통령령으로 정하는 업무 또는 보험계약의 모집 업무 이외의 업무를 하지 못한다. ② 법인보험대리점은 경영현황 등 대통령령으로 정하는 업무상 주요 사항을 대통령령으로 정하는 바에 따라 공시 하고 금융위원회에 알려야 한다. [본조신설 2010. 7. 23.]
제88조	[None, None, 88, None]	REGULATION	등록취소	금융위원회	취소	등록	MANDATORY	제88조(보험대리점의 등록취소 등) ① 금융위원회는 보험대리점이 다음 각 호의 어느 하나에 해당하는 경우에는 그 등 록을 취소하여야 한다. 1.
제87조제2항	[]	REGULATION	등록					제87조제2항 각 호의 어느 하나에 해당하게 된 경우 2. 등록 당시
제87조제2항	[None, None, 87, 2]	REGULATION	거짓	자	있었음이 밝혀진	자		제87조제2항 각 호의 어느 하나에 해당하는 자이었음이 밝혀진 경우 3. 거짓이나 그 밖에 부정한 방법으로
제87조	[]	REGULATION	등록	등록	한			제87조에 따른 등록을 한 경우 4.
제87조의3제1항	[]	PENALTY	제87조의3제1항 위반		위반	제87조의3제1항	MANDATORY	제87조의3제1항을 위반한 경우 5.
제101조	[]	REGULATION	업무 정지	금융위원회	정하거나 취소할 수 있다	업무	PERMISSIVE	제101조를 위반한 경우 ② 금융위원회는 보험대리점이 다음 각 호의 어느 하나에 해당하는 경우에는 6개월 이내의 기간을 정하여 그 업무 의 정지를 명하거나 그 등록을 취소할 수 있다.<개정 2014. 1. 14., 2020. 3. 24.> 1. 모집에 관한 이 법의 규정을 위반한 경우 2. 보험계약자, 피보험자 또는 보험금을 취득할 자로서
제102조의2	[]	REGULATION	위반	제102조의2	위반한			제102조의2를 위반한 경우 3.
제102조의3	[]	REGULATION	위반	제102조의3	위반	이 법에 따른 명령이나 처분		제102조의3을 위반한 경우 4. 이 법에 따른 명령이나 처분을 위반한 경우 5. 「금융소비자 보호에 관한 법률」
제51조제1항제3호	[51, 1, 3, 3]	CONCEPT	금융소비자 보호에 관한 법률			금융소비자 보호에 관한 법률		제51조제1항제3호부터 제5호까지의 어느 하나에 해당하는 경우 6. 「금융소비자 보호에 관한 법률」
제51조제2항	[]	REGULATION	보험대리점	보험설계사	해당	보험대리점		제51조제2항 각 호 외의 부분 본문 중 대통령령으로 정하는 경우(업무의 정지를 명하는 경우로 한정한다) 7. 해당 보험대리점 소속 보험설계사가 제1호, 제4호부터 제6호까지에 해당하는 경우 ③ 보험대리점에 관하여는
제86조제3항 및 제4항	[]	PROCEDURE	준용		준용	제86조제3항 및 제4항	MANDATORY	제86조제3항 및 제4항을 준용한다. [전문개정 2010. 7. 23.]
제89조	[]	PROCEDURE	보험중개사 등록	자	등록	금융위원회	MANDATORY	제89조(보험중개사의 등록) ① 보험중개사가 되려는 자는 개인과 법인을 구분하여 대통령령으로 정하는 바에 따라 금 융위원회에 등록하여야 한다. ② 다음 각 호의 어느 하나에 해당하는 자는 보험중개사가 되지 못한다. 1.
제84조제2항	[]	DEFINITION	자	자			DEFINITIONAL	제84조제2항 각 호의 어느 하나에 해당하는 자 2. 보험설계사 또는 보험대리점으로 등록된 자 3. 다른 보험회사등의 임직원 4.
제87조제2항제4호 및 제5호	[]	REGULATION	영업보증금	보험중개사	예탁	영업보증금	MANDATORY	제87조제2항제4호 및 제5호에 해당하는 자 5. 부채가 자산을 초과하는 법인 ③ 금융위원회는 제1항에 따른 등록을 한 보험중개사가 보험계약 체결 중개와 관련하여 보험계약자에게 입힌 손해 의 배상을 보장하기 위하여 보험중개사로 하여금 금융위원회가 지정하는 기관에 영업보증금을 예탁하게 하거나 보 법제처 19 국가법령정보센터 보험업법 험 가입, 그 밖에 필요한 조치를 하게 할 수 있다. ④ 보험중개사의 구분, 등록요건, 영업기준 및 영업보증금의 한도액 등에 관하여 필요한 사항은 대통령령으로 정한 다. [전문개정 2010. 7. 23.]
제89조의2	[]	REGULATION	법인보험중개사 임원	자	임원이 되다	법인보험중개사	PROHIBITIVE	제89조의2(법인보험중개사 임원의 자격) ① 다음 각 호의 어느 하나에 해당하는 자는 법인인 보험중개사(이하 “법인보 험중개사”라 한다)의 임원이 되지 못한다. <개정 2015. 7. 31., 2020. 3. 24.> 1. 「금융회사의 지배구조에 관한 법률」
제5조	[]	DEFINITION	자	자	해당	제1호ㆍ제2호 및 제4호	DEFINITIONAL	제5조제1항제1호ㆍ제2호 및 제4호에 해당하는 자 2.
제84조제2항제5호부터 제7호까지	[84, 2, 5, None]	REGULATION	임원 자격요건	임원	정한다	대통령령	MANDATORY	제84조제2항제5호부터 제7호까지에 해당하는 자 3. 금고 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날 부터 3년이 지나지 아니한 자 4. 이 법 또는 「금융소비자 보호에 관한 법률」에 따라 벌금 이상의 형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 3년이 지나지 아니한 자 ② 제1항에 따른 임원의 자격요건에 관하여 구체적인 사항은 대통령령으로 정한다. [본조신설 2010. 7. 23.]
제89조의3	[]	REGULATION	법인보험중개사	법인보험중개사	공시하고 알려야 한다	금융위원회	MANDATORY	제89조의3(법인보험중개사의 업무범위 등) ① 법인보험중개사는 보험계약자 보호 등을 해칠 우려가 없는 업무로서 대 통령령으로 정하는 업무 또는 보험계약의 모집 업무 이외의 업무를 하지 못한다. ② 법인보험중개사는 경영현황 등 대통령령으로 정하는 업무상 주요사항을 대통령령으로 정하는 바에 따라 공시하고 금융위원회에 알려야 한다. [본조신설 2010. 7. 23.]
제90조	[]	REGULATION	등록취소	금융위원회	취소	등록	MANDATORY	제90조(보험중개사의 등록취소 등) ① 금융위원회는 보험중개사가 다음 각 호의 어느 하나에 해당하는 경우에는 그 등 록을 취소하여야 한다. 1.
제89조제2항	[None, None, 89, 2]	REGULATION	부채가 자산을 초과	법인	해당	각 호		제89조제2항 각 호의 어느 하나에 해당하게 된 경우. 다만, 같은 항 제5호의 경우 일시적으로 부채가 자산을 초과 하는 법인으로서 대통령령으로 정하는 법인인 경우에는 그러하지 아니하다. 2. 등록 당시
제89조제2항	[]	PENALTY	부정한 방법	자	있었음이 밝혀진	자	MANDATORY	제89조제2항 각 호의 어느 하나에 해당하는 자이었음이 밝혀진 경우 3. 거짓이나 그 밖의 부정한 방법으로
제89조	[]	REGULATION	등록	등록	한	제89조		제89조에 따른 등록을 한 경우 3의2.
제89조의3제1항	[]	PENALTY	위반		위반	제89조의3제1항		제89조의3제1항을 위반한 경우 4.
제101조	[]	REGULATION	위반	금융위원회	정할 수 있다	업무의 정지	PERMISSIVE	제101조를 위반한 경우 ② 금융위원회는 보험중개사가 다음 각 호의 어느 하나에 해당하는 경우에는 6개월 이내의 기간을 정하여 그 업무 의 정지를 명하거나 그 등록을 취소할 수 있다.<개정 2014. 1. 14., 2020. 3. 24.> 1. 모집에 관한 이 법의 규정을 위반한 경우 2. 보험계약자, 피보험자 또는 보험금을 취득할 자로서
제102조의2	[]	PENALTY	위반		위반	제102조의2		제102조의2를 위반한 경우 3.
제102조의3	[]	REGULATION	위반		위반	제102조의3		제102조의3을 위반한 경우 4. 이 법에 따른 명령이나 처분을 위반한 경우 5. 「금융소비자 보호에 관한 법률」
제51조제1항	[]	CONCEPT	금융소비자 보호에 관한 법률	제51조제1항	해당	금융소비자 보호에 관한 법률		제51조제1항제3호부터 제5호까지의 어느 하나에 해당하는 경우 6. 「금융소비자 보호에 관한 법률」
제51조제2항	[]	DEFINITION	보험중개사	보험설계사	해당	제1호, 제4호부터 제6호까지	DEFINITIONAL	제51조제2항 각 호 외의 부분 본문 중 대통령령으로 정하는 경우(업무의 정지를 명하는 경우로 한정한다) 7. 해당 보험중개사 소속 보험설계사가 제1호, 제4호부터 제6호까지에 해당하는 경우 ③ 보험중개사에 관하여는
제86조제3항 및 제4항	[]	PROCEDURE	준용		준용	제86조제3항 및 제4항	MANDATORY	제86조제3항 및 제4항을 준용한다. [전문개정 2010. 7. 23.]
제91조	[None, None, 91, None]	REGULATION	영업기준	기관	해당		DEFINITIONAL	제91조(금융기관보험대리점 등의 영업기준) ① 다음 각 호의 어느 하나에 해당하는 기관(이하 “금융기관”이라 한다)은
제87조	[]							제87조 또는
제89조	[]	REGULATION	보험대리점·보험중개사 등록 및 모집	보험대리점·보험중개사	등록·모집	보험상품	MANDATORY	제89조에 따라 보험대리점 또는 보험중개사로 등록할 수 있다. 법제처 20 국가법령정보센터 보험업법 1. 「은행법」에 따라 설립된 은행 2. 「자본시장과 금융투자업에 관한 법률」에 따른 투자매매업자 또는 투자중개업자 3. 「상호저축은행법」에 따른 상호저축은행 4. 그 밖에 다른 법률에 따라 금융업무를 하는 기관으로서 대통령령으로 정하는 기관 ② 제1항에 따라 보험대리점 또는 보험중개사로 등록한 금융기관(이하 “금융기관보험대리점등”이라 한다)이 모집할 수 있는 보험상품의 범위는 금융기관에서의 판매 용이성(容易성), 불공정거래 가능성 등을 고려하여 대통령령으로 정한다. ③ 금융기관보험대리점등의 모집방법, 모집에 종사하는 모집인의 수, 영업기준 등과 그 밖에 필요한 사항은 대통령 령으로 정한다. [전문개정 2010. 7. 23.]
제91조의2	[]	REGULATION	특례	금융기관보험대리점등			MANDATORY	제91조의2(금융기관보험대리점등에 대한 특례) 금융기관보험대리점등에 대하여는
제87조의2제1항	[]							제87조의2제1항 및
제87조의3	[]	REGULATION	제87조의3		적용하지	제87조의3	PROHIBITIVE	제87조의3을 적 용하지 아니한다. [본조신설 2010. 7. 23.]
제92조	[]	ACTOR	보험중개사	보험중개사	적고 알려야 하며 비치하여 열람할 수 있도록 하여야 한다	보험계약자	MANDATORY	제92조(보험중개사의 의무 등) ① 보험중개사는 보험계약의 체결을 중개할 때 그 중개와 관련된 내용을 대통령령으로 정하는 바에 따라 장부에 적고 보험계약자에게 알려야 하며, 그 수수료에 관한 사항을 비치하여 보험계약자가 열람 할 수 있도록 하여야 한다. ② 보험중개사는 보험회사의 임직원이 될 수 없으며, 보험계약의 체결을 중개하면서 보험회사ㆍ보험설계사ㆍ보험 대리점ㆍ보험계리사 및 손해사정사의 업무를 겸할 수 없다. [전문개정 2010. 7. 23.]
제93조	[]	REGULATION	신고	보험설계사	신고	금융위원회	MANDATORY	제93조(신고사항) ① 보험설계사ㆍ보험대리점 또는 보험중개사는 다음 각 호의 어느 하나에 해당하는 경우에는 지체 없이 그 사실을 금융위원회에 신고하여야 한다. 1.
제84조	[]							
Unknown	[]	REGULATION	Unknown					제87조 및
제89조	[]	REGULATION	등록 신청 서류 변경	사항	변경	서류	PERMISSIVE	제89조에 따른 등록을 신청할 때 제출한 서류에 적힌 사항이 변경된 경우 2.
제84조제2항	[0, 0, 84, 2]	REGULATION	해지 사유	해지 사유	해지		MANDATORY	제84조제2항 각 호의 어느 하나에 해당하게 된 경우 3. 모집업무를 폐지한 경우 4. 개인의 경우에는 본인이 사망한 경우 5. 법인의 경우에는 그 법인이 해산한 경우 6. 법인이 아닌 사단 또는 재단의 경우에는 그 단체가 소멸한 경우 7. 보험대리점 또는 보험중개사가 소속 보험설계사와 보험모집에 관한 위탁을 해지한 경우 8.
제85조제3항	[0, 0, 85, 3]	REGULATION	신고		신고	금융위원회	MANDATORY	제85조제3항에 따라 보험설계사가 다른 보험회사를 위하여 모집을 한 경우나, 보험대리점 또는 보험중개사가 생 명보험계약의 모집과 손해보험계약의 모집을 겸하게 된 경우 ② 제1항제4호의 경우에는 그 상속인, 같은 항 제5호의 경우에는 그 청산인ㆍ업무집행임원이었던 자 또는 파산관재 인, 같은 항 제6호의 경우에는 그 관리인이었던 자가 각각 제1항의 신고를 하여야 한다. ③ 보험회사는 모집을 위탁한 보험설계사 또는 보험대리점이 제1항 각 호의 어느 하나에 해당하는 사실을 알게 된 경우에는 제1항 및 제2항에도 불구하고 그 사실을 금융위원회에 신고하여야 한다. ④ 보험대리점 및 보험중개사에 관하여는 제3항을 준용한다. 이 경우 “보험설계사 또는 보험대리점”은 “보험설계사 ”로 본다. [전문개정 2010. 7. 23.]
제94조	[]	REGULATION	등록수수료					제94조(등록수수료)
제84조	[]							
제87조	[]							
제89조	[2, None, 89, None]	REGULATION	수수료	보험설계사	내다	수수료	MANDATORY	제89조에 따라 보험설계사ㆍ보험대리점 또는 보험중개사가 되려는 자가 등록 을 신청하는 경우에는 총리령으로 정하는 바에 따라 수수료를 내야 한다.
제95조	[]	REGULATION	보험안내자료	보험안내자료	적어야 한다	사항	MANDATORY	제95조(보험안내자료) ① 모집을 위하여 사용하는 보험안내자료(이하 “보험안내자료”라 한다)에는 다음 각 호의 사항을 명백하고 알기 쉽게 적어야 한다. 1. 보험회사의 상호나 명칭 또는 보험설계사ㆍ보험대리점 또는 보험중개사의 이름ㆍ상호나 명칭 2. 보험 가입에 따른 권리ㆍ의무에 관한 주요 사항 3. 보험약관으로 정하는 보장에 관한 사항 3의2. 보험금 지급제한 조건에 관한 사항 4. 해약환급금에 관한 사항 5. 「예금자보호법」에 따른 예금자보호와 관련된 사항 6. 그 밖에 보험계약자를 보호하기 위하여 대통령령으로 정하는 사항 ② 보험안내자료에 보험회사의 자산과 부채에 관한 사항을 적는 경우에는
제118조	[]	REGULATION	보험안내자료	보험회사	적지 못한다	보험안내자료	PROHIBITIVE	제118조에 따라 금융위원회에 제출한 서 류에 적힌 사항과 다른 내용의 것을 적지 못한다. ③ 보험안내자료에는 보험회사의 장래의 이익 배당 또는 잉여금 분배에 대한 예상에 관한 사항을 적지 못한다. 다만 , 보험계약자의 이해를 돕기 위하여 금융위원회가 필요하다고 인정하여 정하는 경우에는 그러하지 아니하다. ④ 방송ㆍ인터넷 홈페이지 등 그 밖의 방법으로 모집을 위하여 보험회사의 자산 및 부채에 관한 사항과 장래의 이 익 배당 또는 잉여금 분배에 대한 예상에 관한 사항을 불특정다수인에게 알리는 경우에는 제2항 및 제3항을 준용한 다. [전문개정 2010. 7. 23.]
제95조의2	[]	REGULATION	설명의무	보험회사	설명	일반보험계약자	MANDATORY	제95조의2(설명의무 등) ① 삭제 <2020. 3. 24.> ② 삭제<2020. 3. 24.> ③ 보험회사는 보험계약의 체결 시부터 보험금 지급 시까지의 주요 과정을 대통령령으로 정하는 바에 따라 일반보 험계약자에게 설명하여야 한다. 다만, 일반보험계약자가 설명을 거부하는 경우에는 그러하지 아니하다. ④ 보험회사는 일반보험계약자가 보험금 지급을 요청한 경우에는 대통령령으로 정하는 바에 따라 보험금의 지급절 차 및 지급내역 등을 설명하여야 하며, 보험금을 감액하여 지급하거나 지급하지 아니하는 경우에는 그 사유를 설명 하여야 한다. [본조신설 2010. 7. 23.]
제95조의3	[]	PROCEDURE	삭제		삭제	제95조의3		제95조의3 삭제 <2020. 3. 24.>
제95조의4	[]	CONCEPT	삭제					제95조의4 삭제 <2020. 3. 24.>
제95조의5	[]	REGULATION	중복계약 체결 확인	보험회사	확인	보험계약	MANDATORY	제95조의5(중복계약 체결 확인 의무) ① 보험회사 또는 보험의 모집에 종사하는 자는 대통령령으로 정하는 보험계약을 모집하기 전에 보험계약자가 되려는 자의 동의를 얻어 모집하고자 하는 보험계약과 동일한 위험을 보장하는 보험계약을 체결하고 있는지를 확인하여야 하며 확인한 내용을 보험계약자가 되려는 자에게 즉시 알려야 한다. ② 제1항의 중복계약 체결의 확인 절차 등에 관하여 필요한 사항은 대통령령으로 정한다. [본조신설 2010. 7. 23.]
제96조	[]	REGULATION	통신수단 이용 모집	모집자	이용하여 모집	통신수단		제96조(통신수단을 이용한 모집ㆍ철회 및 해지 등 관련 준수사항) ① 전화ㆍ우편ㆍ컴퓨터통신 등 통신수단을 이용하여 모집을 하는 자는
Unknown	[]	REGULATION	Unknown					제83조에 따라 모집을 할 수 있는 자이어야 하며, 다른 사람의 평온한 생활을 침해하는 방법으로 모집을 하여서는 아니 된다. ② 보험회사는 다음 각 호의 어느 하나에 해당하는 경우 통신수단을 이용할 수 있도록 하여야 한다.<개정 2021. 8. 17.> 법제처 22 국가법령정보센터 보험업법 1. 보험계약을 청약한 자가 청약의 내용을 확인ㆍ정정 요청하거나 청약을 철회하고자 하는 경우 2. 보험계약자가 체결한 계약의 내용을 확인하고자 하는 경우 3. 보험계약자가 체결한 계약을 해지하고자 하는 경우(보험계약자가 계약을 해지하기 전에 안전성 및 신뢰성이 확 보되는 방법을 이용하여 보험계약자 본인임을 확인받은 경우에 한정한다) ③ 제1항에 따른 통신수단을 이용하여 모집을 하는 방법과 제2항에 따른 통신수단을 이용한 청약 철회 등을 하는 방법에 관하여 필요한 사항은 대통령령으로 정한다. [전문개정 2010. 7. 23.]
제97조	[]	REGULATION	금지행위	보험계약의 체결 또는 모집에 종사하는 자	행위	그 체결 또는 모집	PROHIBITIVE	"제97조(보험계약의 체결 또는 모집에 관한 금지행위) ① 보험계약의 체결 또는 모집에 종사하는 자는 그 체결 또는 모 집에 관하여 다음 각 호의 어느 하나에 해당하는 행위를 하여서는 아니 된다. <개정 2014. 1. 14., 2015. 12. 22.> 1. 삭제<2020. 3. 24.> 2. 삭제<2020. 3. 24.> 3. 삭제<2020. 3. 24.> 4. 삭제<2020. 3. 24.> 5. 보험계약자 또는 피보험자로 하여금 이미 성립된 보험계약(이하 이 조에서 ""기존보험계약""이라 한다)을 부당하게 소멸시킴으로써 새로운 보험계약(대통령령으로 정하는 바에 따라 기존보험계약과 보장 내용 등이 비슷한 경우만 해당한다. 이하 이 조에서 같다)을 청약하게 하거나 새로운 보험계약을 청약하게 함으로써 기존보험계약을 부당 하게 소멸시키거나 그 밖에 부당하게 보험계약을 청약하게 하거나 이러한 것을 권유하는 행위 6. 실제 명의인이 아닌 자의 보험계약을 모집하거나 실제 명의인의 동의가 없는 보험계약을 모집하는 행위 7. 보험계약자 또는 피보험자의 자필서명이 필요한 경우에 보험계약자 또는 피보험자로부터 자필서명을 받지 아니 하고 서명을 대신하거나 다른 사람으로 하여금 서명하게 하는 행위 8. 다른 모집 종사자의 명의를 이용하여 보험계약을 모집하는 행위 9. 보험계약자 또는 피보험자와의 금전대차의 관계를 이용하여 보험계약자 또는 피보험자로 하여금 보험계약을 청 약하게 하거나 이러한 것을 요구하는 행위 10. 정당한 이유 없이 ""장애인차별금지 및 권리구제 등에 관한 법률"""
제2조	[2]	REGULATION	보험계약 소멸 및 부활	보험계약자	소멸	보험계약	PROHIBITIVE	제2조에 따른 장애인의 보험가입을 거부하는 행위 11. 보험계약의 청약철회 또는 계약 해지를 방해하는 행위 ② 삭제<2020. 3. 24.> ③ 보험계약의 체결 또는 모집에 종사하는 자가 다음 각 호의 어느 하나에 해당하는 행위를 한 경우에는 제1항제 5호를 위반하여 기존보험계약을 부당하게 소멸시키거나 소멸하게 하는 행위를 한 것으로 본다. 1. 기존보험계약이 소멸된 날부터 1개월 이내에 새로운 보험계약을 청약하게 하거나 새로운 보험계약을 청약하게 한 날부터 1개월 이내에 기존보험계약을 소멸하게 하는 행위. 다만, 보험계약자가 기존 보험계약 소멸 후 새로운 보험계약 체결 시 손해가 발생할 가능성이 있다는 사실을 알고 있음을 자필로 서명하는 등 대통령령으로 정하는 바에 따라 본인의 의사에 따른 행위임이 명백히 증명되는 경우에는 그러하지 아니하다. 2. 기존보험계약이 소멸된 날부터 6개월 이내에 새로운 보험계약을 청약하게 하거나 새로운 보험계약을 청약하게 한 날부터 6개월 이내에 기존보험계약을 소멸하게 하는 경우로서 해당 보험계약자 또는 피보험자에게 기존보험 계약과 새로운 보험계약의 보험기간 및 예정 이자율 등 대통령령으로 정하는 중요한 사항을 비교하여 알리지 아 니하는 행위 ④ 보험계약자는 보험계약의 체결 또는 모집에 종사하는 자(보험중개사는 제외한다. 이하 이 항에서 같다)가 제1항 제5호를 위반하여 기존보험계약을 소멸시키거나 소멸하게 하였을 때에는 그 보험계약의 체결 또는 모집에 종사하는 자가 속하거나 모집을 위탁한 보험회사에 대하여 그 보험계약이 소멸한 날부터 6개월 이내에 소멸된 보험계약의 부활을 청구하고 새로운 보험계약은 취소할 수 있다. ⑤ 제4항에 따라 보험계약의 부활의 청구를 받은 보험회사는 특별한 사유가 없으면 소멸된 보험계약의 부활을 승낙 하여야 한다. 법제처 23 국가법령정보센터 보험업법 ⑥ 제4항과 제5항에 따라 보험계약의 부활을 청구하는 절차 및 방법과 그 밖에 보험계약의 부활에 관하여 필요한 사항은 대통령령으로 정한다. [전문개정 2010. 7. 23.]
제98조	[]	REGULATION	특별이익 제공 금지	보험계약의 체결 또는 모집에 종사하는 자	제공	특별이익	PROHIBITIVE	제98조(특별이익의 제공 금지) 보험계약의 체결 또는 모집에 종사하는 자는 그 체결 또는 모집과 관련하여 보험계약자 나 피보험자에게 다음 각 호의 어느 하나에 해당하는 특별이익을 제공하거나 제공하기로 약속하여서는 아니 된다. <개정 2014. 10. 15.> 1. 금품(대통령령으로 정하는 금액을 초과하지 아니하는 금품은 제외한다) 2. 기초서류에서 정한 사유에 근거하지 아니한 보험료의 할인 또는 수수료의 지급 3. 기초서류에서 정한 보험금액보다 많은 보험금액의 지급 약속 4. 보험계약자나 피보험자를 위한 보험료의 대납 5. 보험계약자나 피보험자가 해당 보험회사로부터 받은 대출금에 대한 이자의 대납 6. 보험료로 받은 수표 또는 어음에 대한 이자 상당액의 대납 7. 「상법」
제682조	[]	REGULATION	포기	제3자	포기	청구권 대위행사	MANDATORY	제682조에 따른 제3자에 대한 청구권 대위행사의 포기 [전문개정 2010. 7. 23.]
제99조	[]	REGULATION	수수료 지급 금지	보험회사	지급	수수료	PROHIBITIVE	제99조(수수료 지급 등의 금지) ① 보험회사는
Unknown	[]	REGULATION	Unknown					제83조에 따라 모집할 수 있는 자 이외의 자에게 모집을 위탁하거나 모 집에 관하여 수수료, 보수, 그 밖의 대가를 지급하지 못한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러 하지 아니하다. 1. 기초서류에서 정하는 방법에 따른 경우 2. 보험회사가 대한민국 밖에서 외국보험사와 공동으로 원보험계약(原保險契約)을 인수하거나 대한민국 밖에서 외 국의 모집조직(외국의 법령에 따라 모집을 할 수 있도록 허용된 경우만 해당한다)을 이용하여 원보험계약 또는 재보험계약을 인수하는 경우 3. 그 밖에 대통령령으로 정하는 경우 ② 삭제<2020. 3. 24.> ③ 보험중개사는 대통령령으로 정하는 경우 이외에는 보험계약 체결의 중개와 관련한 수수료나 그 밖의 대가를 보 험계약자에게 청구할 수 없다. [전문개정 2010. 7. 23.]
제100조	[]	REGULATION	금융기관보험대리점등의 금지행위	금융기관보험대리점등	행위		PROHIBITIVE	제100조(금융기관보험대리점등의 금지행위 등) ① 금융기관보험대리점등은 모집을 할 때 다음 각 호의 어느 하나에 해 당하는 행위를 하여서는 아니 된다. <개정 2020. 3. 24.> 1. 삭제<2020. 3. 24.> 2. 대출 등 해당 금융기관이 제공하는 용역(이하 이 조에서 “대출등”이라 한다)을 받는 자의 동의를 미리 받지 아니 하고 보험료를 대출등의 거래에 포함시키는 행위 3. 해당 금융기관의 임직원(
