article_number,structural_index,entity_type,concept,subject,action,object,legal_force,full_text
제12조,[],REGULATION,금융투자업인가,투자매매업에 관한 금융투자업인가,받다,금융투자업인가,DEFINITIONAL,제12조에 따라 투자매매업에 관한 금융투자업인가를 받은 것으로 본다. 이 경우
제15조,[],,,,,,,
Unknown,[],REGULATION,Unknown,,,,,제39조부터
Unknown,[],REGULATION,Unknown,,,,,"제45조까지,"
Unknown,[],REGULATION,Unknown,,,,,"제56조,"
제58조,[],,,,,,,"제58조,"
제61조,[],,,,,,,
제65조,[],REGULATION,적용,보험회사,적용,외화예금계약,PROHIBITIVE,"제65조까지 및 제2편제2장ㆍ제3장ㆍ제4장제2절제1관을 적용하지 아니 하며, 제3편제1장은 투자성 있는 외화예금계약을 체결하는 경우에 대하여는 적용하지 아니한 다. <개정 2013. 5. 28., 2020. 3. 24.> ② 보험회사(「보험업법」"
제2조제8호부터 제10호까지,[],REGULATION,투자성 있는 보험 계약,자,체결,보험 계약,,제2조제8호부터 제10호까지의 자를 포함한다)가 투자성 있는 보험 계약을 체결하거나 그 중개 또는 대리를 하는 경우에는
제12조,[],DEFINITION,금융투자업인가,,받은,금융투자업인가,DEFINITIONAL,제12조에 따라 투자매매업 또는 투자중개업에 관한 금융투자업인가를 받은 것으로 본다. 이 경우
제15조,[],,,,,,,
제39조,[],,,,,,,
"제45조까 지,",[],,,,,,,"제45조까 지,"
Unknown,[],REGULATION,Unknown,,,,,제51조부터
제53조,[],,,,,,,
제56조,[],,,,,,,
제58조,[],,,,,,,
제61조,[],,,,,,,
제65조,[],REGULATION,적용제외,,적용하지 않는다,"제2편제2장, 제3장, 제4장제2절제1관, 제3편제1장",PROHIBITIVE,"제65조까지, 제2편제2장ㆍ제3장ㆍ 제4장제2절제1관 및 제3편제1장을 적용하지 아니한다.<개정 2020. 3. 24.> 법제처 40 국가법령정보센 터 자본시장과 금융투자업에 관한 법률"
제77조의2,"[0, 0, 77, 2]",REGULATION,종합금융투자사업자 지정,금융위원회,지정할 수 있다,종합금융투자사업자,PERMISSIVE,"제77조의2(종합금융투자사업자의 지정 등) ① 금융위원회는 투자매매업자 또는 투자중개업자 로서 다음 각 호의 기준을 모두 충족하는 자를 종합금융투자사업자로 지정할 수 있다. 1. 「상법」에 따른 주식회사일 것 2. 증권에 관한 인수업을 영위할 것 3. 3조원 이상으로서 대통령령으로 정하는 금액 이상의 자기자본을 갖출 것 4. 그 밖에 해당 투자매매업자 또는 투자중개업자의 신용공여 업무수행에 따른 위험관리 능 력 등을 고려하여 대통령령으로 정하는 기준 ② 투자매매업자 또는 투자중개업자로서 종합금융투자사업자로 지정받고자 하는 자는 금융 위원회에 신청하여야 한다. ③ 금융위원회는 제1항에 따른 종합금융투자사업자의 지정을 위하여 필요한 경우에는 자료 의 제출을 요청할 수 있다. ④ 금융위원회는 종합금융투자사업자가 다음 각 호의 어느 하나에 해당하는 경우에는 제1항 에 따른 지정을 취소할 수 있다. 1. 거짓, 그 밖의 부정한 방법으로 지정받은 경우 2. 제1항 각 호의 기준을 충족하지 못하는 경우 ⑤ 제1항 및 제4항에 따른 지정 및 지정취소 절차 등에 관한 세부적인 사항은 대통령령으로 정한다. ⑥ 제1항제3호에 따른 자기자본의 구체적인 세부기준은 금융위원회가 정하여 고시한다. [본조신설 2013. 5. 28.]}"
제77조의3,[],REGULATION,전담중개업무,종합금융투자사업자,영위할 수 없다,전담중개업무,PROHIBITIVE,"제77조의3(종합금융투자사업자에 관한 특례) ① 종합금융투자사업자가 아니고는 전담중개업무 를 영위할 수 없다. ② 종합금융투자사업자는 일반 사모집합투자기구등 중 투자대상, 차입 여부 등을 감안하여 대통령령으로 정하는 자에 대하여 전담중개업무를 제공하는 경우에는 미리 해당 일반 사모 집합투자기구등, 그 밖에 대통령령으로 정하는 자와 다음 각 호의 사항을 포함하는 내용에 관한 계약을 체결하여야 한다.<개정 2015. 7. 24., 2021. 4. 20.> 1. 전담중개업무와 관련된 종합금융투자사업자와 일반 사모집합투자기구등의 역할 및 책임 에 관한 사항 2. 종합금융투자사업자가 일반 사모집합투자기구등의 재산을 제삼자에 대한 담보, 대여, 그 밖에 대통령령으로 정하는 방법으로 이용하는 경우 그 이용에 관한 사항 3. 종합금융투자사업자가 제2호에 따라 이용한 일반 사모집합투자기구등의 재산 현황 등에 관한 정보를 일반 사모집합투자기구등에게 제공하는 절차 및 방법 4. 그 밖에 대통령령으로 정하는 사항 ③ 종합금융투자사업자는 이 법 또는 다른 금융관련 법령에도 불구하고 다음 각 호의 업무를 영위할 수 있다. 1. 기업에 대한 신용공여 업무 2. 그 밖에 해당 종합금융투자사업자의 건전성, 해당 업무의 효율적 수행에 이바지할 가능성 등을 고려하여 종합금융투자사업자에만 허용하는 것이 적합한 업무로서 대통령령으로 정 하는 것 ④ 종합금융투자사업자가 전담중개업무를 영위하는 경우에는"
제72조,[],REGULATION,신용공여,종합금융투자사업자,평가하고 관리,위험수준,MANDATORY,"제72조에도 불구하고 증권 외 의 금전등에 대한 투자와 관련하여 일반 사모집합투자기구등에 신용공여를 할 수 있다. 이 법제처 41 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 경우 종합금융투자사업자는 일반 사모집합투자기구등의 신용공여와 관련한 위험수준에 대 하여 평가하고 적정한 수준으로 관리하여야 한다.<신설 2018. 3. 27., 2021. 4. 20.> ⑤ 종합금융투자사업자가 제3항제1호, 제4항 또는"
제72조제1항,[],REGULATION,신용공여 총 합계액,신용공여,초과,자기자본,PROHIBITIVE,"제72조제1항 본문에 따라 신용공여를 하는 경우에는 신용공여의 총 합계액이 자기자본의 100분의 200을 초과하여서는 아니 된다. 다만, 종합금융투자사업자 업무의 특성, 해당 신용공여가 종합금융투자사업자의 건전성에 미치는 영향 등을 고려하여 대통령령으로 정하는 경우에는 그러하지 아니하다.<개정 2018. 3. 27.> ⑥ 종합금융투자사업자가 제3항제1호, 제4항 또는"
제72조제1항,"[None, None, 72, 1]",REGULATION,신용공여,신용공여,초과하다,자기자본,PROHIBITIVE,제72조제1항 본문에 따라 신용공여를 하는 경우에는 다음 각 호의 신용공여를 제외한 신용공여의 합계액이 자기자본의 100분의 100을 초과하여서는 아니 된다.<신설 2018. 3. 27.> 1.
제71조제3호,[],REGULATION,신용공여,,,신용공여,,제71조제3호에 따른 기업금융업무 관련 신용공여 2. 「중소기업기본법」
제2조제1항,[],REGULATION,신용공여,종합금융투자사업자,제한,신용공여,PROHIBITIVE,"제2조제1항에 따른 중소기업에 대한 신용공여 ⑦ 종합금융투자사업자가 제3항제1호에 따라 신용공여를 하는 경우 동일한 법인 및 그 법인 과 대통령령으로 정하는 신용위험을 공유하는 자에 대하여 그 종합금융투자사업자의 자기자본의 100분의 25의 범위에서 대통령령으로 정하는 비율에 해당하는 금액을 초과하는 신용공여를 할 수 없다.<개정 2018. 3. 27.> ⑧ 종합금융투자사업자가 추가로 신용공여를 하지 아니하였음에도 불구하고 자기자본의 변동, 동일차주 구성의 변동 등으로 인하여 제5항부터 제7항까지의 한도를 초과하게 되는 경우 에는 그 한도를 초과하게 된 날부터 1년 이내에 그 한도에 적합하도록 하여야 한다.<개정 2018. 3. 27.> ⑨ 종합금융투자사업자는 그와 계열회사의 관계에 있는 법인(대통령령으로 정하는 해외법인 을 포함한다. 이하 이 항에서 같다)에 대하여 제3항제1호에 따른 신용공여를 하거나 또는 그 법인이 운용하는 일반 사모집합투자기구에 대하여 전담중개업무를 제공하여서는 아니 된다. 다만, 종합금융투자사업자가 발행주식총수 또는 출자총액의 100분의 50 이상을 소유 또는 출자하거나 대통령령으로 정하는 기준에 의하여 사실상 경영을 지배하는 해외현지법인에 대 해서는 대통령령으로 정하는 바에 따라 제3항제1호에 따른 신용공여를 할 수 있다.<개정 2015. 7. 24., 2018. 3. 27., 2020. 12. 29., 2021. 4. 20.> ⑩ 종합금융투자사업자에 대하여는 「한국은행법」과 「은행법」을 적용하지 아니한다.<개정 2018. 3. 27.> ⑪ 제3항제1호에 따른 신용공여의 구체적 범위 등에 관하여 필요한 사항은 대통령령으로 정 한다.<개정 2018. 3. 27.> [본조신설 2013. 5. 28.]}"
제78조,[],REGULATION,다자간매매체결회사,다자간매매체결회사,준수,업무기준,MANDATORY,"제78조(다자간매매체결회사에 관한 특례) ① 다자간매매체결회사는 다자간매매체결업무를 함 에 있어서 다음 각 호의 사항에 대하여 대통령령으로 정하는 업무기준을 준수하여야 한다. 1. 매매체결대상상품 및 다자간매매체결회사에서의 거래에 참가하는 자(이하 이 조,"
제402조,[],,,,,,,제402조 및
제404조,[],REGULATION,거래참가자,자본시장과 금융투자업에 관한 법률,정함,거래참가자,MANDATORY,제404조에서 “거래참가자”라 한다)에 관한 사항 2. 매매체결대상상품의 매매정지 및 그 해제에 관한 사항 3. 매매확인 등 매매계약의 체결에 관한 사항과 채무인수ㆍ차감 및 결제방법ㆍ결제책임 등 청산ㆍ결제에 관한 사항 법제처 42 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 4. 증거금 등 거래참가자의 매매수탁에 관한 사항 5. 매매체결대상상품의 발행인 등의 신고ㆍ공시에 관한 사항 6. 매매결과의 공표 및 보고에 관한 사항 7. 다자간매매체결업무의 개폐ㆍ정지 및 중단에 관한 사항 8. 그 밖에 다자간매매체결업무의 수행과 관련하여 필요한 사항 ②
제40조,[],,,,,,,
제68조,[],,,,,,,
제72조,[],,,,,,,"제72조,"
제73조,[],,,,,,,제73조 및
제419조,[],REGULATION,다자간매매체 결회사,규정,적용하지 않는다,다자간매매체 결회사,PROHIBITIVE,제419조제2항부터 제4항까지의 규정은 다자간매매체 결회사에는 적용하지 아니한다.
제402조,[],,,,,,,제402조 및
제404조,[],REGULATION,감시,지정거래소,감시,다자간매매체결회사,MANDATORY,"제404조에서 “지정거래소”라 한다 )는 다자간매매체결회사에서의 투자자 보호 및 건전한 거래질서를 위하여 다음 각 호의 사항 을 감시할 수 있다. 1. 매매체결대상상품의 매매에 관한 청약 또는 주문이나 거래참가자가 다자간매매체결회사 에 제출하는 호가의 상황 2. 매매체결대상상품에 관련된 풍문ㆍ제보나 보도 3. 매매체결대상상품의 발행인 등에 관한 신고 또는 공시 4. 그 밖에 매매체결대상상품의 가격 형성이나 거래량에 영향을 미치는 상황 또는 요인으로 서 대통령령으로 정하는 것 ④ 지정거래소는 다음 각 호의 어느 하나에 해당하는 경우에는 거래참가자에게 그 사유를 밝 힌 서면으로 관련 자료의 제출을 요청하거나, 거래참가자에 대하여 그와 관련된 업무ㆍ재산 상황ㆍ장부ㆍ서류, 그 밖의 물건을 감리할 수 있다. 이 경우"
제404조제2항 및 제3항,[],PROCEDURE,준용,,준용,제404조제2항 및 제3항,MANDATORY,제404조제2항 및 제3항을 준용 한다.
제377조제1항제8호,[],REGULATION,주식 소유 제한,누구든지,소유,주식,PROHIBITIVE,제377조제1항제8호에서 정하는 이상거래의 혐의가 있다고 인정되는 매매체결대상상품의 종목 또는 매매 품목의 거래상황을 파악하기 위한 경우 2. 거래참가자가 제1항에 따른 업무기준을 준수하는지를 확인하기 위한 경우 ⑤ 누구든지 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 다자간매매체결회사의 의결권 있는 발행주식총수의 100분의 15를 초과하여 다자간매매체결회사가 발행한 주식을 소유할 수 없다. 이 경우
제406조,[],,,,,,,
제407조,[],REGULATION,소유,집합투자기구,소유,,MANDATORY,제407조를 준용한다. 1. 집합투자기구가 소유하는 경우(사모집합투자기구가 소유하는 경우는 제외한다) 2. 정부가 소유하는 경우 3. 그 밖에 대통령령으로 정하는 바에 따라 금융위원회의 승인을 받아 소유하는 경우 ⑥
제383조제1항ㆍ제2항,[],,,,,,,
제408조,[],,,,,,,
제413조,[],REGULATION,다자간매매체결회사,,준용,다자간매매체결회사,MANDATORY,제413조는 다자간매매체결회사에 준용한다. ⑦ 다자간매매체결회사(
제8조의2제5항제1호,[],REGULATION,대통령령으로 정하는 조치,대통령령,정하는,조치,MANDATORY,"제8조의2제5항제1호의 방법에 따라 매매가격을 결정하는 다자간매 매체결회사는 제외한다)는 매매체결대상상품의 거래량이 대통령령으로 정하는 기준을 넘는 경우에는 투자자 보호 및 매매체결의 안정성 확보 등을 위하여 대통령령으로 정하는 조치를 하여야 한다. ⑧ 다자간매매체결회사의 업무 방법 및 절차, 그 밖에 공정한 매매가격 형성과 매매체결의 안정성 및 효율성 등의 확보를 위하여 필요한 세부사항은 대통령령으로 정한다. [전문개정 2013. 5. 28.] 제2관 집합투자업자의 영업행위 규칙 법제처 43 국가법령정보센터 자본시장과 금융투자업에 관한 법률"
제79조,[],REGULATION,선관의무 및 충실의무,집합투자업자,운용,집합투자재산,MANDATORY,제79조(선관의무 및 충실의무) ① 집합투자업자는 투자자에 대하여 선량한 관리자의 주의로써 집합투자재산을 운용하여야 한다. ② 집합투자업자는 투자자의 이익을 보호하기 위하여 해당 업무를 충실하게 수행하여야 한다.
제80조,[],REGULATION,자산운용,집합투자업자,지시,투자신탁재산,MANDATORY,"제80조(자산운용의 지시 및 실행) ① 투자신탁의 집합투자업자는 투자신탁재산을 운용함에 있어서 그 투자신탁재산을 보관·관리하는 신탁업자에 대하여 대통령령으로 정하는 방법에 따라 투자신탁재산별로 투자대상자산의 취득·처분 등에 관하여 필요한 지시를 하여야 하며, 그 신탁업자는 집합투자업자의 지시에 따라 투자대상자산의 취득·처분 등을 하여야 한다. 다만, 집합투자업자는 투자신탁재산의 효율적 운용을 위하여 불가피한 경우로서 대통령령으로 정하는 경우에는 자신의 명의로 직접 투자대상자산의 취득·처분 등을 할 수 있다. ② 투자신탁의 집합투자업자(그 투자신탁재산을 보관·관리하는 신탁업자를 포함한다. 이하 이 항에서 같다)는 제1항에 따라 투자대상자산의 취득·처분 등을 한 경우 그 투자신탁재산을 한도로 하여 그 이행 책임을 부담한다. 다만, 그 집합투자업자가"
제64조제1항,"[64, 1, 0, 0]",ACTOR,집합투자업자,집합투자업자,배분하여야 한다,자산배분명세,MANDATORY,"제64조제1항에 따라 손 해배상책임을 지는 경우에는 그러하지 아니하다.<개정 2018. 3. 27.> ③ 집합투자업자는 제1항 단서에 따라 투자대상자산의 취득ㆍ처분 등의 업무를 수행하는 경 우에는 투자신탁재산별로 미리 정하여진 자산배분명세에 따라 취득ㆍ처분 등의 결과를 공정 하게 배분하여야 한다. 이 경우 집합투자업자는 자산배분명세, 취득ㆍ처분 등의 결과, 배분결 과 등에 관한 장부 및 서류를 총리령으로 정하는 방법에 따라 작성하고 이를 유지ㆍ관리하여야 한다.<개정 2008. 2. 29.> ④ 제3항의 자산배분명세 등에 관하여 필요한 사항은 총리령으로 정한다.<개정 2008. 2. 29.> ⑤ 투자신탁을 제외한 집합투자기구의 집합투자업자는 그 집합투자재산을 운용함에 있어서 집합투자기구의 명의(투자익명조합의 경우에는 그 집합투자업자의 명의를 말한다)로 대통령 령으로 정하는 방법에 따라 집합투자재산(투자신탁재산은 제외한다)별로 투자대상자산의 취득ㆍ처분 등을 하고, 그 집합투자기구의 신탁업자에게 취득ㆍ처분 등을 한 자산의 보관ㆍ관 리에 필요한 지시를 하여야 하며, 그 신탁업자는 집합투자업자의 지시에 따라야 한다. 이 경 우 집합투자업자가 투자대상자산의 취득ㆍ처분 등을 함에 있어서는 집합투자업자가 그 집합 투자기구를 대표한다는 사실을 표시하여야 한다.<개정 2009. 2. 3.>"
Unknown,[],REGULATION,Unknown,,,,,"제81조(자산운용의 제한) ① 집합투자업자는 집합투자재산을 운용함에 있어서 다음 각 호의 어 느 하나에 해당하는 행위를 하여서는 아니 된다. 다만, 투자자 보호 및 집합투자재산의 안정 적 운용을 해할 우려가 없는 경우로서 대통령령으로 정하는 경우에는 이를 할 수 있다. <개정 2015. 7. 24.> 1. 집합투자재산을 증권(집합투자증권, 그 밖에 대통령령으로 정하는 증권을 제외하며, 대통 령령으로 정하는 투자대상자산을 포함한다. 이하 이 호에서 같다) 또는 파생상품에 운용함 에 있어서 다음 각 목의 어느 하나에 해당하는 행위 가. 각 집합투자기구 자산총액의 100분의 10 이내의 범위에서 대통령령으로 정하는 비율 을 초과하여 동일종목의 증권에 투자하는 행위. 이 경우 동일법인 등이 발행한 증권 중 지분증권(그 법인 등이 발행한 지분증권과 관련된 증권예탁증권을 포함한다. 이하 이 관 에서 같다)과 지분증권을 제외한 증권은 각각 동일종목으로 본다. 법제처 44 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 나. 각 집합투자업자가 운용하는 전체 집합투자기구 자산총액으로 동일법인 등이 발행한 지분증권 총수의 100분의 20을 초과하여 투자하는 행위 다. 각 집합투자기구 자산총액으로 동일법인 등이 발행한 지분증권 총수의 100분의 10을 초과하여 투자하는 행위 라. 대통령령으로 정하는 적격 요건을 갖추지 못한 자와 장외파생상품을 매매하는 행위 마. 파생상품의 매매에 따른 위험평가액이 대통령령으로 정하는 기준을 초과하여 투자하는 행위 바. 파생상품의 매매와 관련하여 기초자산 중 동일법인 등이 발행한 증권(그 법인 등이 발 행한 증권과 관련된 증권예탁증권을 포함한다)의 가격변동으로 인한 위험평가액이 각 집합투자기구 자산총액의 100분의 10을 초과하여 투자하는 행위 사. 같은 거래상대방과의 장외파생상품 매매에 따른 거래상대방 위험평가액이 각 집합투자 기구 자산총액의 100분의 10을 초과하여 투자하는 행위 2. 집합투자재산을 부동산에 운용함에 있어서 다음 각 목의 어느 하나에 해당하는 행위 가. 부동산을 취득한 후 5년 이내의 범위에서 대통령령으로 정하는 기간 이내에 이를 처분 하는 행위. 다만, 부동산개발사업(토지를 택지ㆍ공장용지 등으로 개발하거나 그 토지 위 에 건축물, 그 밖의 공작물을 신축 또는 재축하는 사업을 말한다. 이하 같다)에 따라 조성 하거나 설치한 토지ㆍ건축물 등을 분양하는 경우, 그 밖에 투자자 보호를 위하여 필요한 경우로서 대통령령으로 정하는 경우를 제외한다. 나. 건축물, 그 밖의 공작물이 없는 토지로서 그 토지에 대하여 부동산개발사업을 시행하기 전에 이를 처분하는 행위. 다만, 집합투자기구의 합병ㆍ해지 또는 해산, 그 밖에 투자자 보호를 위하여 필요한 경우로서 대통령령으로 정하는 경우를 제외한다. 3. 집합투자재산을 집합투자증권("
제279조제1항,[],REGULATION,외국 집합투자증권,같은 집합투자업자,초과,자산총액의 100분의 50,PROHIBITIVE,제279조제1항의 외국 집합투자증권을 포함한다. 이하 이 호에서 같다)에 운용함에 있어서 다음 각 목의 어느 하나에 해당하는 행위 가. 각 집합투자기구 자산총액의 100분의 50을 초과하여 같은 집합투자업자(
제279조제1항,[],DEFINITION,외국 집합투자업자,외국 집합투자업자,운용하는,집합투자기구,DEFINITIONAL,제279조제1항 의 외국 집합투자업자를 포함한다)가 운용하는 집합투자기구(
제279조제1항,[],REGULATION,집합투자증권에 투자,외국 집합 투자기구,투자,집합투자증권,,제279조제1항의 외국 집합 투자기구를 포함한다)의 집합투자증권에 투자하는 행위 나. 각 집합투자기구 자산총액의 100분의 20을 초과하여 같은 집합투자기구(
제279조제1항,[],DEFINITION,외국 집합투자기구,외국 집합투자기구,포함한다,집합투자증권,DEFINITIONAL,제279조제1항 의 외국 집합투자기구를 포함한다)의 집합투자증권에 투자하는 행위 다. 집합투자증권에 자산총액의 100분의 40을 초과하여 투자할 수 있는 집합투자기구(
제 279조 제1항,[],REGULATION,집합투자증권에 투자하는 행위,집합투자기구,투자하는,집합투자증권,PROHIBITIVE,제 279조제1항의 외국 집합투자기구를 포함한다)의 집합투자증권에 투자하는 행위 라. 각 집합투자기구 자산총액의 100분의 5 이내에서 대통령령으로 정하는 비율을 초과하 여 사모집합투자기구(사모집합투자기구에 상당하는 외국 사모집합투자기구를 포함한다 )의 집합투자증권에 투자하는 행위 마. 각 집합투자기구의 집합투자재산으로 같은 집합투자기구(
제279조제1항,[],REGULATION,투자 비율 초과,외국 집합투자기구,투자,집합투자증권 총수,PROHIBITIVE,제279조제1항의 외국 집합투자기구를 포함한다)의 집합투자증권 총수의 100분의 20을 초과하여 투자하는 행위. 이 경우 그 비율의 계산은 투자하는 날을 기준으로 한다. 바. 집합투자기구의 집합투자증권을 판매하는 투자매매업자 또는 투자중개업자가 받는 판 매수수료 및 판매보수와 그 집합투자기구가 투자하는 다른 집합투자기구(
제279조제1항,"[279, 1, None, None]",REGULATION,판매수수료 및 판매보수,투자매매업자,받는다,판매수수료 및 판매보수의 합계,PROHIBITIVE,"제279조제1항 의 외국 집합투자기구를 포함한다)의 집합투자증권을 판매하는 투자매매업자{외국 투자 매매업자(외국 법령에 따라 외국에서 투자매매업에 상당하는 영업을 영위하는 자를 말 한다)를 포함한다} 또는 투자중개업자{외국 투자중개업자(외국 법령에 따라 외국에서 투 법제처 45 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 자중개업에 상당하는 영업을 영위하는 자를 말한다)를 포함한다}가 받는 판매수수료 및 판매보수의 합계가 대통령령으로 정하는 기준을 초과하여 집합투자증권에 투자하는 행 위 4. 그 밖에 투자자 보호 또는 집합투자재산의 안정적 운용 등을 해할 우려가 있는 행위로서 대통령령으로 정하는 행위 ② 제1항제1호마목의 위험평가액, 같은 항 같은 호 바목의 위험평가액 및 같은 항 같은 호 사 목의 거래상대방 위험평가액의 산정방법 등에 관하여 필요한 사항은 금융위원회가 정하여 고시한다.<개정 2008. 2. 29.> ③ 집합투자재산에 속하는 투자대상자산의 가격 변동 등 대통령령으로 정하는 사유로 불가 피하게 제1항에 따른 투자한도를 초과하게 된 경우에는 초과일부터 대통령령으로 정하는 기 간까지는 그 투자한도에 적합한 것으로 본다. ④ 제1항제1호가목 및 마목부터 사목까지와 제3호가목ㆍ나목,"
제229조,[],REGULATION,투자비율,집합투자기구,정한다,투자비율,MANDATORY,제229조 각 호에 따른 투자비 율은 집합투자기구의 최초 설정일 또는 설립일부터 6개월(
제229조제2호,[],REGULATION,적용 제외,부동산집합 투자기구,적용하지 않는다,정하는 기간,PROHIBITIVE,제229조제2호에 따른 부동산집합 투자기구의 경우 1년) 이내의 범위에서 대통령령으로 정하는 기간까지는 적용하지 아니한다.
제81조,"[None, None, 81, None]",REGULATION,자산운용 제한,집합투자업자,운용,집합투자재산,PROHIBITIVE,"제81조(자산운용의 제한) ① 집합투자업자는 집합투자재산을 운용(기업성장집합투자업자가 제 5항제1호에 따른 주투자대상기업에 투자하는 경우는 제외한다)할 때 다음 각 호의 행위를 하 여서는 아니 된다. 다만, 투자자 보호 및 집합투자재산의 안정적 운용을 해칠 우려가 없는 경 우로서 대통령령으로 정하는 경우에는 각 호의 행위를 할 수 있다. <개정 2015. 7. 24., 2025. 9. 16.> 1. 집합투자재산을 증권(집합투자증권, 그 밖에 대통령령으로 정하는 증권을 제외하며, 대통 령령으로 정하는 투자대상자산을 포함한다. 이하 이 호에서 같다) 또는 파생상품에 운용함 에 있어서 다음 각 목의 어느 하나에 해당하는 행위 가. 각 집합투자기구 자산총액의 100분의 10 이내의 범위에서 대통령령으로 정하는 비율 을 초과하여 동일종목의 증권에 투자하는 행위. 이 경우 동일법인 등이 발행한 증권 중 지분증권(그 법인 등이 발행한 지분증권과 관련된 증권예탁증권을 포함한다. 이하 이 관 에서 같다)과 지분증권을 제외한 증권은 각각 동일종목으로 본다. 나. 각 집합투자업자가 운용하는 전체 집합투자기구 자산총액으로 동일법인 등이 발행한 지분증권 총수의 100분의 20을 초과하여 투자하는 행위 다. 각 집합투자기구 자산총액으로 동일법인 등이 발행한 지분증권 총수의 100분의 10을 초과하여 투자하는 행위 라. 대통령령으로 정하는 적격 요건을 갖추지 못한 자와 장외파생상품을 매매하는 행위 마. 파생상품의 매매에 따른 위험평가액이 대통령령으로 정하는 기준을 초과하여 투자하는 행위 바. 파생상품의 매매와 관련하여 기초자산 중 동일법인 등이 발행한 증권(그 법인 등이 발행한 증권과 관련된 증권예탁증권을 포함한다)의 가격변동으로 인한 위험평가액이 각 집합투자기구 자산총액의 100분의 10을 초과하여 투자하는 행위 사. 같은 거래상대방과의 장외파생상품 매매에 따른 거래상대방 위험평가액이 각 집합투자 기구 자산총액의 100분의 10을 초과하여 투자하는 행위 법제처 46 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 2. 집합투자재산을 부동산에 운용함에 있어서 다음 각 목의 어느 하나에 해당하는 행위 가. 부동산을 취득한 후 5년 이내의 범위에서 대통령령으로 정하는 기간 이내에 이를 처분 하는 행위. 다만, 부동산개발사업(토지를 택지ㆍ공장용지 등으로 개발하거나 그 토지 위 에 건축물, 그 밖의 공작물을 신축 또는 재축하는 사업을 말한다. 이하 같다)에 따라 조성 하거나 설치한 토지ㆍ건축물 등을 분양하는 경우, 그 밖에 투자자 보호를 위하여 필요한 경우로서 대통령령으로 정하는 경우를 제외한다. 나. 건축물, 그 밖의 공작물이 없는 토지로서 그 토지에 대하여 부동산개발사업을 시행하기 전에 이를 처분하는 행위. 다만, 집합투자기구의 합병ㆍ해지 또는 해산, 그 밖에 투자자 보호를 위하여 필요한 경우로서 대통령령으로 정하는 경우를 제외한다. 3. 집합투자재산을 집합투자증권("
제279조제1항,[],REGULATION,외국 집합투자증권,집합투자업자,운용함,집합투자기구 자산총액,PROHIBITIVE,제279조제1항의 외국 집합투자증권을 포함한다. 이하 이 호에서 같다)에 운용함에 있어서 다음 각 목의 어느 하나에 해당하는 행위 가. 각 집합투자기구 자산총액의 100분의 50을 초과하여 같은 집합투자업자(
제279조제1항,[],DEFINITION,외국 집합투자업자,외국 집합투자업자,포함한다,집합투자기구,DEFINITIONAL,제279조제1항 의 외국 집합투자업자를 포함한다)가 운용하는 집합투자기구(
제279조제1항,"[279, 1]",REGULATION,집합투자증권에 투자,외국 집합 투자기구,투자,집합투자증권,,제279조제1항의 외국 집합 투자기구를 포함한다)의 집합투자증권에 투자하는 행위 나. 각 집합투자기구 자산총액의 100분의 20을 초과하여 같은 집합투자기구(
제279조제1항,[],DEFINITION,투자,외국 집합투자기구,투자,집합투자증권,PERMISSIVE,제279조제1항 의 외국 집합투자기구를 포함한다)의 집합투자증권에 투자하는 행위 다. 집합투자증권에 자산총액의 100분의 40을 초과하여 투자할 수 있는 집합투자기구(
제 279조제1항,[],REGULATION,집합투자증권에 투자하는 행위,사모집합투자기구,투자하는,집합투자증권,PROHIBITIVE,제 279조제1항의 외국 집합투자기구를 포함한다)의 집합투자증권에 투자하는 행위 라. 각 집합투자기구 자산총액의 100분의 5 이내에서 대통령령으로 정하는 비율을 초과하 여 사모집합투자기구(사모집합투자기구에 상당하는 외국 사모집합투자기구를 포함한다 )의 집합투자증권에 투자하는 행위 마. 각 집합투자기구의 집합투자재산으로 같은 집합투자기구(
제279조제1항,[],REGULATION,투자 비율 초과,외국 집합투자구,투자,집합투자증권 총수,PROHIBITIVE,제279조제1항의 외국 집합투 자기구를 포함한다)의 집합투자증권 총수의 100분의 20을 초과하여 투자하는 행위. 이 경우 그 비율의 계산은 투자하는 날을 기준으로 한다. 바. 집합투자기구의 집합투자증권을 판매하는 투자매매업자 또는 투자중개업자가 받는 판 매수수료 및 판매보수와 그 집합투자기구가 투자하는 다른 집합투자기구(
